PMID,Child Concept,Relationship,Parent Concept
19772151,Social support during school,is-a,social determinant of health
19772151,Limited academic preparation,is-a,educational determinant of health
19772151,Exposure and guidance,is-a,social determinant of health
19772151,Family obligations,is-a,social determinant of health
19772151,Desirable careers,is-a,economic determinant of health
19772151,Homesickness,is-a,psychological determinant of health
19772151,Health career training,is-a,educational determinant of health
26671345,Para-teachers,is-a,type of teacher
26671345,Remedial education classes,is-a,type of education
26671345,Cluster-randomized controlled trial,is-a,type of scientific study
26671345,Literacy and numeracy,is-a,type of educational outcome
26671345,Cost-effectiveness analysis,is-a,type of economic analysis
19421067,Didactic teaching,is-a,method of undergraduate education
19421067,Computer assisted learning,is-a,method of undergraduate education
19421067,Interactive multimedia-based tutorials,is-a,type of computer assisted learning
19421067,Traditional lecture-based models,is-a,type of didactic teaching
19421067,Arterial blood gas interpretation,is-a,subject in medical education
17277603,School-based physical activity intervention,is-a,Physical activity intervention
17277603,Action Schools! BC,is-a,School-based physical activity intervention
17277603,Canadian Achievement Test,is-a,Academic performance test
17277603,Physical Activity Questionnaire for Children,is-a,Physical activity measurement tool
17277603,Cluster randomized controlled trial,is-a,Research method
17277603,Academic performance,is-a,Education outcome
17277603,Physical activity,is-a,Health behavior
22473556,Problem-based learning,is-a,pedagogical method
22473556,Health Sciences Reasoning Test,is-a,psychometric assessment
22473556,Analysis,is-a,subscale of HSRT
22473556,Inference,is-a,subscale of HSRT
22473556,Evaluation,is-a,subscale of HSRT
22473556,Deductive reasoning,is-a,subscale of HSRT
22473556,Inductive reasoning,is-a,subscale of HSRT
12164624,PhD,is-a,advanced degree
12164624,MD/MS,is-a,advanced degree
12164624,Fellowship training,is-a,form of research training
14535146,Nursing student with learning disability,is-a,Student
14535146,Baccalaureate nursing student with learning disabilities,is-a,Nursing student
14535146,Nursing program,is-a,Educational program
14535146,Learning disability,is-a,Disability
21561317,Rehabilitation counselling master programme,is-a,Educational programme
21561317,Assistive technology device selection,is-a,Professional practice
21561317,Referral of resources,is-a,Professional practice
21561317,Online survey,is-a,Research methodology
21561317,Descriptive statistics,is-a,Data analysis method
21561317,Cross tabulations,is-a,Data analysis method
21561317,Continuing education,is-a,Professional development method
1123535,Subjects,is-a,Participant in semantic memory tasks
1123535,Semantic memory tasks,is-a,Psychological test
1123535,Recall task,is-a,Type of semantic memory task
1123535,Recognition task,is-a,Type of semantic memory task
9701300,CPR training,is-a,health education method
9701300,Instructor-taught CPR class,is-a,CPR training
9701300,Self-training video module,is-a,CPR training
9701300,Social support intervention,is-a,health support method
9701300,Successful CPR learners,is-a,group of individuals
9701300,Unsuccessful CPR learners,is-a,group of individuals
20098656,Professional continuing education,is-a,"Component of, librarianship"
20098656,Online survey,is-a,"Method, for data collection"
20098656,Face-to-face instruction,is-a,"Preferred modality, for librarians"
20098656,Cost,is-a,"Influential factor, for attending CE classes"
19811156,Pathology course,is-a,Medical course
19811156,Medical students,is-a,Students
19811156,Case seminar,is-a,Learning method
19811156,Student-centred activities,is-a,Learning method
19811156,Open-ended questionnaires,is-a,Evaluation method
19811156,Qualitative content analysis,is-a,Data analysis method
28252486,ADN-prepared nurses,is-a,Registered Nurses
28252486,Diploma-prepared nurses,is-a,Registered Nurses
28252486,BSN-prepared nurses,is-a,Registered Nurses
28252486,Institute of Medicine,is-a,Health Organization
28252486,Nurse leaders,is-a,Health Professionals
28252486,Nurse educators,is-a,Health Professionals
21951244,Self-management,is-a,vital element for optimal health outcomes
21951244,Health literacy,is-a,determinant of self-management skills
21951244,Cognitive load theory,is-a,theoretical model for educational curriculum design
21951244,Learning mastery theory,is-a,theoretical model for educational curriculum design
21951244,Teach to Goal,is-a,multisession educational strategy
21951244,Randomized controlled trial,is-a,method for testing intervention strategies
22076712,Primary Care Physicians,is-a,Healthcare Provider
22076712,Chronic Pain Patients,is-a,Patient
22076712,Patient-centered Medical Home (PCMH) innovations,is-a,Healthcare Innovation
22076712,Family Medicine Residency Program,is-a,Medical Training Program
22076712,Negative Attitudes,is-a,Psychological State
22076712,Pain Clinic,is-a,Healthcare Service
22076712,Pretest and Posttest,is-a,Evaluation Method
22076712,Family Medicine Residents,is-a,Medical Trainee
28406656,Tulsa's universal school-based pre-K program,is-a,Educational program
28406656,Path modeling techniques,is-a,Research method
28406656,Classroom Assessment Scoring System (CLASS),is-a,Assessment tool
28406656,Instructional Support,is-a,Aspect of classroom quality
28406656,Emotional Support,is-a,Aspect of classroom quality
28406656,Classroom Management,is-a,Aspect of classroom quality
28406656,Kindergarten academic skills,is-a,Educational outcome
28406656,Middle-school test scores,is-a,Educational outcome
28406656,Gender and income differences,is-a,Social determinant factor
28406656,Pre-K quality,is-a,Educational determinant
28406656,PsycINFO Database Record,is-a,Source of information
24730693,Fear appeals,is-a,type of persuasive messages
24730693,Self-determined motivation,is-a,type of student motivation
24730693,Non-self-determined motivation,is-a,type of student motivation
24730693,Examination performance,is-a,type of academic performance
24708279,Writing abilities,is-a,Academic skill
24708279,Performance feedback,is-a,Educational intervention
24708279,Generalization,is-a,Learning outcome
24708279,Maintenance,is-a,Long-term learning effect
24708279,Practice-only condition,is-a,Learning method
24708279,Performance feedback condition,is-a,Learning method
23446934,Tier 1 Program of the Project P.A.T.H.S.,is-a,Program
23446934,Classroom control,is-a,Aspect of program delivery
23446934,Interactive delivery method,is-a,Aspect of program delivery
23446934,Use of positive and supportive feedback,is-a,Aspect of program delivery
23446934,Opportunity for reflection,is-a,Aspect of program delivery
23446934,Degree of achievement of the objectives,is-a,Aspect of program delivery
23446934,Time management,is-a,Aspect of program delivery
23446934,Lesson preparation,is-a,Aspect of program delivery
20946674,Effective teaching,is-a,understanding of both content and process knowledge
20946674,Preceptors with content expertise,is-a,tutor type
20946674,Preceptors with process expertise,is-a,tutor type
20946674,Structured small group environment,is-a,teaching method
20728688,Teacher-student relationship,is-a,type of relationship
20728688,Congruent Positive,is-a,type of teacher-student relationship
20728688,Congruent Negative,is-a,type of teacher-student relationship
20728688,Incongruent Child Negative,is-a,type of teacher-student relationship
20728688,Incongruent Child Positive,is-a,type of teacher-student relationship
27156917,American Sign Language/English bilingual education,is-a,educational approach
27156917,d/Deaf and hard of hearing students,is-a,student category
27156917,d/Dhh Multilingual Learners (DMLs),is-a,student category
27156917,longitudinal case study,is-a,research method
27156917,semistructured interviews,is-a,research tool
27156917,assessment data,is-a,research data
27156917,document reviews,is-a,research tool
27156917,educational placements,is-a,educational provision
27156917,early communication and language needs,is-a,educational need
27156917,instructional techniques and assessments,is-a,teaching method
27156917,heritage language learning,is-a,language education approach
21305981,Early Language and Literacy Classroom Observation,is-a,research tool
21305981,Emergent literacy,is-a,cognitive development aspect
21305981,Classroom environment,is-a,factor in emergent literacy
21305981,DHH children,is-a,group of children with hearing impairments
21305981,Vocabulary,is-a,aspect of emergent literacy
21305981,Phonological awareness,is-a,aspect of emergent literacy
21305981,Preschool,is-a,early education level
21305981,Kindergarten,is-a,early education level
21305981,First-grade,is-a,early education level
21305981,Hierarchical linear analysis,is-a,statistical method
15107288,Johns Hopkins Faculty Development Program in Teaching Skills,is-a,faculty development program
15107288,Clinician-educators,is-a,profession
15107288,Teaching skills,is-a,professional skills
15107288,Experiential learning with reflection,is-a,educational method
15107288,Personal awareness sessions,is-a,educational method
15107288,Information provision,is-a,educational method
11438268,Third-year medical students,have,deficiencies in physical examination skills
11438268,Formal teaching,increases,competency in physical examination skills
11438268,Supervised experiences with clinical faculty,increases,competency in physical examination skills
22324882,Computer-assisted teaching method,is-a,Teaching method
22324882,Handwashing task checklist,is-a,Evaluation tool
22324882,Learning motivation questionnaire,is-a,Evaluation tool
22324882,Computerized teaching station,is-a,Teaching tool
22324882,Faucet,is-a,Component of computerized teaching station
22324882,Soap dispenser,is-a,Component of computerized teaching station
22324882,Towel dispenser,is-a,Component of computerized teaching station
22324882,Animations,is-a,Component of computerized teaching station
22324882,Study group,is-a,Type of participant group
22324882,Control group,is-a,Type of participant group
22324882,Handwashing performance,is-a,Learning outcome
22324882,Learning motivation,is-a,Learning outcome
10676542,Poor achievement,is-a,early risk behavior
10676542,Concentration problems,is-a,early risk behavior
10676542,Aggression,is-a,early risk behavior
10676542,Shy behaviors,is-a,early risk behavior
10676542,Classroom-centered intervention,is-a,preventive intervention
10676542,Family-school partnership intervention,is-a,preventive intervention
10676542,Behavior management,is-a,instructional skill
10676542,Parent-teacher communication,is-a,parental teaching strategy
10676542,Child behavior management,is-a,parental teaching strategy
20380949,Academic initiative,is-a,student characteristic
20380949,Teacher support,is-a,school class environment factor
20380949,Classmate support,is-a,school class environment factor
20380949,Pedagogical caring,is-a,form of teacher support
20380949,Autonomy support,is-a,form of teacher support
20380949,Fairness,is-a,form of teacher support
20380949,Friendliness,is-a,form of teacher support
2911494,Poverty,is-a,Social Determinant of Health
2911494,Education,is-a,Social Determinant of Health
2911494,Employment,is-a,Social Determinant of Health
2911494,Social Support,is-a,Social Determinant of Health
2911494,Access to Health Care,is-a,Social Determinant of Health
2911494,Housing,is-a,Social Determinant of Health
2911494,Neighborhood Environment,is-a,Social Determinant of Health
2911494,Food Security,is-a,Social Determinant of Health
2911494,Transportation,is-a,Social Determinant of Health
2911494,Social Exclusion,is-a,Social Determinant of Health
9425611,Early elementary school teachers,is-a,profession
9425611,Tobacco prevention education,is-a,health education topic
9425611,Centers for Disease Control and Prevention guidelines,is-a,health guidelines
9425611,Bachelor's degree,is-a,educational qualification
9425611,Master's degree,is-a,educational qualification
9425611,Tobacco prevention training,is-a,professional training
22398497,Interprofessional course,is-a,educational program
22398497,Professional parameters,is-a,learning goal
22398497,Collaboration,is-a,learning goal
22398497,Intervention plan design,is-a,learning goal
22398497,Journal,is-a,evaluation method
22398497,Participation in rounds,is-a,evaluation method
22398497,OSCEs,is-a,evaluation method
22398497,Perception clarity,is-a,learning result
22398497,Effective communication,is-a,learning result
22398497,Professional contribution understanding,is-a,learning result
22398497,Community perception understanding,is-a,learning result
19177384,Study methods,is-a,Learning strategy
19177384,Academic achievement,is-a,Outcome of study methods
19177384,Long-term recall of information,is-a,Outcome of study methods
19177384,Deep-processing students,is-a,Type of student
19177384,Surface-approach students,is-a,Type of student
21240780,TBL,is-a,Learning Method
21240780,SGL,is-a,Learning Method
21240780,Ambulatory Medicine Clerkship,is-a,Clinical Practice
21240780,Knowledge Examination,is-a,Assessment Method
1893310,Computer-managed instruction,is-a,teaching method
1893310,Traditional classroom course of study,is-a,teaching method
1893310,Analysis of covariance,is-a,statistical method
18274032,Biodefense Digital Library,is-a,Digital Library
18274032,Biodefense Digital Library,is-a,Learning Collaboratory
18274032,Biodefense News Stories,is-a,Educational Resource
18274032,Biodefense Graduate Program,is-a,Educational Program
19088584,Asthma,is-a,chronic disease
19088584,Watch,Discover,"Think and Act, is-a, computer-based asthma management simulation"
19088584,Impact and outcome evaluation studies,is-a,method of accountability
8294644,National Council Licensure Examination,is-a,Examination
8294644,baccalaureate nursing program,is-a,Educational Program
8294644,junior year,is-a,Academic Year
8294644,senior year,is-a,Academic Year
8294644,graduation,is-a,Academic Milestone
8294644,predictive data,is-a,Information
8294644,student performance,is-a,Academic Performance
8294644,interventions for at-risk students,is-a,Academic Support
8294644,remediation,is-a,Academic Support
2927381,Experiential learning,is-a,Learning method
2927381,Psychiatric nurse students,is-a,Student group
2927381,Nurse educators,is-a,Professional group
2927381,Pilot study,is-a,Research method
2927381,Content analysis,is-a,Data interpretation method
19655629,Low health literacy,is-a,healthcare issue
19655629,Healthcare administration students,is-a,group needing health literacy education
19655629,Experiential learning,is-a,pedagogical approach
17639018,ADPS project,is-a,large-scale research project
17639018,Language approach data,is-a,key variable in educational achievement research
17639018,No-exclusion model of service,is-a,approach to educational service
17639018,Language-related data,is-a,variable in deaf pupils' educational achievement
17639018,Deaf Pupils in Scotland,is-a,population in educational research
17639018,British Sign Language/English provision,is-a,type of language provision in Scotland
17639018,Linguistic requirements,is-a,factor in language provision
17639018,Local factors,is-a,determinant of language provision
17639018,Responsive policies,is-a,factor in language provision
17639018,Language situations over time,is-a,complexity in large-scale studies
15303585,Peer-tutoring program,is-a,Retention strategy
15303585,Medical-surgical nursing course,is-a,Nursing program
15303585,Student attrition rate,is-a,Educational challenge
1482008,Behavior analysis,is-a,selection science
1482008,B. F. Skinner,is-a,advocate of selectionism
1482008,Morningside Model of Generative Instruction,is-a,application of selection sciences
1482008,Morningside Model of Generative Instruction,is-a,solution for adult literacy and children's learning and attention problems
1482008,School curricula,is-a,subject of analysis for key component elements and underlying tool skills
15470834,DMFT-12 index,is-a,Dental caries measurement tool
15470834,Adult literacy rate,is-a,Educational indicator
15470834,Mean years of schooling,is-a,Educational indicator
15470834,Pupil-teacher ratio for primary level,is-a,Educational indicator
15470834,Educational expenditure as a percentage of gross national product,is-a,Educational indicator
15470834,Primary enrollment ratio,is-a,Educational indicator
15470834,Percent completing primary level,is-a,Educational indicator
22273558,Horizontal violence,is-a,Workplace violence
22273558,Intimidation,is-a,Form of horizontal violence
22273558,Coercion,is-a,Form of horizontal violence
22273558,Bullying,is-a,Form of horizontal violence
22273558,Criticism,is-a,Form of horizontal violence
22273558,Exclusion,is-a,Form of horizontal violence
22273558,Belittling,is-a,Form of horizontal violence
15505959,Reciprocal teaching,is-a,metacognitive strategy
15505959,Reciprocal teaching,is-a,effective comprehension technique
15505959,Students with learning disabilities,is-a,group benefiting from reciprocal teaching
10295805,Psychiatric social worker,is-a,Professional role in healthcare
10295805,Client-centred activity,is-a,Professional activity of social workers
10295805,Teaching,is-a,Professional activity of social workers
10295805,Research,is-a,Professional activity of social workers
10295805,Academic appointment,is-a,Form of professional recognition
10295805,Psychiatric Residency Training Program,is-a,Training program in healthcare
8999476,Smoking,is-a,health risk behavior
8999476,Secondary school pupils,is-a,demographic group
8999476,Occasional smoking,is-a,form of smoking
8999476,Cigarette,is-a,tobacco product
8999476,Friends' influence,is-a,social factor
8999476,Advertising,is-a,environmental factor
8999476,Health education,is-a,preventive measure
8999476,Legislative measures on advertising,is-a,policy intervention
12189125,problem-based writing with peer review,is a,teaching method
12189125,didactic lectures,is a,teaching method
12189125,group work,is a,teaching method
12189125,Calibrated Peer Review,is a,Web-delivered program
12189125,student essays,is a,type of assignment
12189125,anonymous peer review,is a,type of feedback method
12189125,class discussion,is a,type of teaching method
20548189,Nursing students,are a type of,Students
20548189,NCLEX,is a type of,Examination
20548189,Stress,is a type of,Emotional response
20548189,Maladaptive behaviors,are a type of,Behavior
20548189,3-credit course,is a type of,Course
20548189,Cognitive behavioral techniques,are a type of,Learning strategy
20548189,Metacognitive strategies,are a type of,Learning strategy
20548189,Test-taking strategies,are a type of,Learning strategy
20548189,Simulated NCLEX experience,is a type of,Learning strategy
20548189,Individualized plan of preparation,is a type of,Learning strategy
19811159,A study,is-a,investigation
19811159,PBL tutors,is-a,type of tutor
19811159,Non-staff tutors,is-a,type of tutor
19811159,Staff tutors,is-a,type of tutor
19811159,Student satisfaction,is-a,measure of effectiveness
19811159,Learning outcomes,is-a,measure of effectiveness
3635551,Nurse educator,is-a,Researcher
3635551,Research productivity,is-a,Academic performance indicator
3635551,Teaching quality,is-a,Academic performance indicator
2928145,Tenure Decision Factor Inventory,is-a,Questionnaire
2928145,Achievement,is-a,Tenure criteria
2928145,Ascriptive,is-a,Tenure criteria
2928145,Internal Political,is-a,Tenure criteria
2928145,External Political,is-a,Tenure criteria
2928145,Physics,is-a,Academic discipline
2928145,Psychology,is-a,Academic discipline
2928145,Sociology,is-a,Academic discipline
2928145,Nursing,is-a,Academic discipline
2928145,Management,is-a,Academic discipline
21181674,Poverty,is-a,Social Determinant of Health
21181674,Education,is-a,Social Determinant of Health
21181674,Employment,is-a,Social Determinant of Health
21181674,Social Support Networks,is-a,Social Determinant of Health
21181674,Access to Health Care,is-a,Social Determinant of Health
21181674,Housing,is-a,Social Determinant of Health
21181674,Transportation,is-a,Social Determinant of Health
21181674,Food Security,is-a,Social Determinant of Health
21181674,Air Quality,is-a,Social Determinant of Health
21181674,Water Quality,is-a,Social Determinant of Health
11868850,Poverty,is-a,Social Determinant of Health
11868850,Education,is-a,Social Determinant of Health
11868850,Employment,is-a,Social Determinant of Health
11868850,Social Support,is-a,Social Determinant of Health
11868850,Access to Health Services,is-a,Social Determinant of Health
36849472,National Collaborative for Education to Address the Social Determinants of Health,is-a,Faculty and Staff
36849472,Digital platform for health professions,is-a,Resource
36849472,Curricular work related to SDOH,is-a,Content on digital platform
36849472,Health professions educators,is-a,Users of the digital platform
36849472,Undergraduate and graduate medicine,nursing,"pharmacy, continuing education, is-a, Fields of the educators"
36849472,Teaching practice,is-a,Application of the digital platform
36849472,Work in this field,is-a,Content to be disseminated
11760297,African Americans,is-a,socio-economic group
11760297,African American nurses,is-a,healthcare professionals
11760297,Health education,is-a,health service
11760297,Health literacy sessions,is-a,health service
11760297,Health status,is-a,health indicator
11760297,Safety,is-a,social determinant of health
11760297,Section eight housing area,is-a,low-income housing
31238933,TPACK-Practical Scale,is-a,Assessment tool
31238933,Attitude towards Technology Scale,is-a,Assessment tool
31238933,Ward's minimum variance hierarchical clustering analysis,is-a,Data Analysis Method
31238933,Discriminant function analysis,is-a,Data Analysis Method
31238933,Multinomial logistic regression analysis,is-a,Data Analysis Method
31238933,Simulation-based medical education,is-a,Teaching Method
19395223,MDEP,is-a,Education Program
19395223,Diabetes knowledge,is-a,Health Literacy aspect
19395223,Low literacy,is-a,Health Literacy aspect
11899011,This study,is-a,comparison of teaching methods
11899011,Achievement,is-a,measure of academic success
11899011,Attitudes toward success in mathematics,is-a,psychological factor
11899011,Mathematics anxiety,is-a,psychological factor
11899011,Graphic calculator,is-a,teaching tool
11899011,Computer algebra system Maple,is-a,teaching tool
11899011,Technology based text book,is-a,teaching tool
11899011,Teacher-made achievement test,is-a,assessment method
11214850,Nursing,is-a,Profession
11214850,Alcohol Early Intervention Education Package,is-a,Education Package
11214850,Bachelor of Nursing,is-a,University Education
11214850,Alcohol-related problems,is-a,Health Issue
11214850,Early intervention,is-a,Strategy
11214850,Knowledge,is-a,Requirement for nursing
11214850,Attitude,is-a,Requirement for nursing
11214850,Skills,is-a,Requirement for nursing
17623952,Childhood asthma,is-a,health concern
17623952,Inhaled therapy,is-a,home management for children with asthma
17623952,Metered-dose inhaler with a spacer,is-a,tool for asthma management
17623952,Asthma education,is-a,method for improving skills and confidence among parents
17623952,Educational intervention,is-a,method for improving inhaler technique
17623952,Educational intervention,is-a,method for improving knowledge of spacer cleaning technique
28859649,Blended Learning,is-a,Learning Method
28859649,Problem Based Learning,is-a,Learning Method
28859649,Participatory Action Research,is-a,Research Method
28859649,Brookfield's model,is-a,Reflection Model
28859649,Grounded theory analysis,is-a,Data Analysis Method
11783555,Educational reform,is a,policy
11783555,Minimum competency testing standards,is a,educational standard
11783555,Graduation requirements,is a,educational standard
11783555,Public high school students,is a,student group
29412052,'Route-90 Collaborative',is-a,'Collaborative Initiative'
29412052,'Institute of Medicine's (IOM) Framework for Educating Health Professionals',is-a,'Educational Framework'
29412052,'Reproductive health',is-a,'Interprofessional Course'
29412052,'Global health',is-a,'Interprofessional Course'
29412052,'Educational intervention',is-a,'Teaching Method'
29412052,'Course evaluations',is-a,'Feedback Mechanism'
29412052,'Social Determinants of Health',is-a,'Healthcare Topic'
36098540,SDOH education,is-a,"part of, nursing program curricula"
36098540,Cultural sensitivity and diversity,is-a,"theme, in SDOH"
36098540,Social,cultural,"economic, and political factors, are-a, influences, on health"
11725389,Undergraduate education,is-a,type of education
11725389,University teachers,is-a,type of educators
11725389,Medical diploma,is-a,type of diploma
11725389,Graduates,is-a,result of education
36213020,Colleges and Universities,is-a,Educational Institutions
36213020,Teaching,is-a,Educational Activity
36213020,Scientific Research,is-a,Academic Activity
36213020,Labor Education,is-a,Form of Education
36213020,Students,is-a,Group of Individuals
36402731,Digital training resources,is-a,educational tool
36402731,Digital resources,is-a,part of surgical curricula
36402731,Surgical residents,is-a,user of digital resources
36402731,Semi-structured interviews,is-a,research method
36402731,Thematic analysis,is-a,data analysis method
36402731,Digital resources,is-a,support for surgical education
36402731,On-the-job training,is-a,type of surgical education
36402731,Individual needs,is-a,consideration for digital resources implementation
12053778,Teenagers,is-a,Study subjects
12053778,CONASIDA,is-a,Mexican Council for AIDS Prevention and Control
12053778,Multinomial logistic regression,is-a,Data analysis method
12053778,Sexual education training strategies,is-a,Prevention method
12053778,Father's schooling level,is-a,Socioeconomic factor
18723595,Specific Language Impairment,is-a,Language Disorder
18723595,Print Knowledge Delay,is-a,Learning Difficulty
18723595,Attentional Difficulties,is-a,Cognitive Impairment
12444000,Allied Health,is-a,College
12444000,Arts and Science,is-a,College
12444000,Education,is-a,College
12444000,Graduate School,is-a,College
12444000,PGY 412G,is-a,Advanced-level course in human physiology
12444000,Student's performance,is-a,Assessment measure
12444000,Mean percentage of correct answers,is-a,Assessment measure
12444000,Academic year,is-a,Time period
12444000,Letter grade adjustments,is-a,Assessment measure
12444000,Special educational programs,is-a,Educational intervention
