0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
24904178,Nativity,is-a,demographic factor,,,,,'medication error',15.0
24904178,Affordable Care Act,is-a,health policy,,,,,'higher mortality',12.0
35476224,PHR use,is-a,"method of improving, individual health outcomes",,,,,'emergency service wait time',33.0
35476224,PHR use,is-a,"method of healthcare, communication",,,,,'healthcare disparities',22.0
35476224,Accessing mHealth Apps,is-a,"factor facilitating, PHR use",,,,,'access to screening services',22.0
35476224,Having a usual source of care,is-a,"factor facilitating, PHR use",,,,,'access to screening services',22.0
35476224,e-Communication with healthcare providers,is-a,"factor facilitating, PHR use",,,,,'access to screening services',22.0
35476224,Racial/ethnic disparities,is-a,"challenge in, PHR use",,,,,'healthcare disparities',17.0
35476224,Non-Hispanic White adults,is-a,"participant in, Health Information National Trends Survey",,,,,'complications and infections post surgery',37.0
35476224,Hispanic adults,is-a,"participant in, Health Information National Trends Survey",,,,,'complications and infections post surgery',37.0
35476224,Online medical record access,is-a,"form of, PHR use",,,,,'government funding',17.0
35476224,Age,is-a,"general characteristic, considered in study",,,,,'inaccurate diagnosis',31.0
35476224,Sex,is-a,"general characteristic, considered in study",,,,,'inaccurate diagnosis',31.0
35476224,Education,is-a,"general characteristic, considered in study",,,,,'inaccurate diagnosis',31.0
35476224,Insurance status,is-a,"general characteristic, considered in study",,,,,'inaccurate diagnosis',31.0
34110901,Peripheral artery disease,is-a,obstructive atherosclerotic disease,,,,,'emergency service wait time',25.0
34110901,Peripheral artery disease,is-a,cause of significant morbidity and mortality,,,,,'higher mortality',32.0
34110901,Black Americans,is-a,group disproportionately affected by peripheral artery disease,,,,,'complications and infections post surgery',44.0
34110901,Lower extremity amputation,is-a,consequence of severe peripheral artery disease,,,,,'emergency service wait time',32.0
34110901,Pharmacological modalities,is-a,treatment for peripheral artery disease,,,,,'access to specialty care',26.0
34110901,Nonpharmacological modalities,is-a,treatment for peripheral artery disease,,,,,'access to specialty care',26.0
34110901,Health care inequities,is-a,factor affecting diagnosis and treatment of peripheral artery disease,,,,,'adequate training to healthcare staff',50.0
32222057,Study,observes,disparity in cancer reporting,,,,,'medication error',21.0
32222057,Disparity,exists between,Ethnicities,,,,,'medication error',13.0
32222057,Ethnicity,influences,cancer reporting,,,,,'higher mortality',13.0
32222057,Cancer reporting,has impact on,health risk assessment,,,,,'healthcare disparities',16.0
32222057,Healthcare professionals,should consider,reporting disparity,,,,,'healthcare disparities',14.0
32222057,Family history of cancer,is important for,cancer risk assessment,,,,,'defensive medicine',18.0
31656599,Poverty,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31656599,Education,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31656599,Occupation,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31656599,Social Support,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31656599,Access to Health Care,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31656599,Housing,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
38007224,Digital health inequality,is-a,type of health inequality,,,,,'higher mortality',18.0
38007224,Digital utilisation,is-a,indicator of health service use,,,,,'access to screening services',20.0
38007224,Primary care providers,is-a,type of healthcare providers,,,,,'healthcare disparities',17.0
38007224,Population factors,is-a,determinant of digital utilisation,,,,,'emergency service wait time',25.0
38007224,Multivariable regression,is-a,type of statistical analysis,,,,,'inaccurate diagnosis',21.0
38007224,Digital services,is-a,type of health service delivery,,,,,'emergency service wait time',21.0
38007224,Digital disparity,is-a,type of health outcomes disparity,,,,,'healthcare disparities',19.0
38007224,Provider characteristics,is-a,factor affecting digital utilisation,,,,,'healthcare disparities',27.0
38007224,Patient demographics,is-a,type of population characteristic,,,,,'medication error',24.0
38007224,Healthcare provider resource,is-a,determinant of digital service activation,,,,,'emergency service wait time',26.0
24134797,Great Recession,is-a,Economic Event,,,,,'medication error',14.0
24134797,Medical Expenditure Panel Survey,is-a,Data Source,,,,,'medication error',14.0
24134797,Quantile multivariate regressions,is-a,Statistical Method,,,,,'medication error',14.0
24134797,Health care expenditures,is-a,Economic Indicator,,,,,'defensive medicine',14.0
24134797,Racial/ethnic disparities,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
33734176,Nurse-patient communication,is-a,Aspect of culturally competent care,,,,,'access to specialty care',25.0
33734176,Cultural issues,is-a,Aspect of culturally competent care,,,,,'access to specialty care',25.0
33734176,Training module,is-a,Tool for teaching culturally competent care,,,,,'providers linguistic and cultural competency',27.0
33734176,Culturally competent care,is-a,Requirement for dealing with health inequities,,,,,'adequate training to healthcare staff',29.0
33734176,Health inequities,is-a,Result of multiculturalism in healthcare,,,,,'low quality maternal health',26.0
33734176,US healthcare system,is-a,Entity affected by multiculturalism,,,,,inadequate_healthcare,27.0
33734176,Free US government-developed training module,is-a,No-cost publicly available resource,,,,,'low quality maternal health',24.0
30651166,Poverty,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
30651166,Education,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
30651166,Housing,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
30651166,Employment,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
30651166,Social Support,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
28816219,Rashtriya Swasthya Bima Yojana,is-a,Health Insurance Scheme,,,,,'healthcare disparities',17.0
28816219,Arogyasri,is-a,Health Insurance Scheme,,,,,'healthcare disparities',17.0
28816219,Primary medical care,is-a,Health Service,,,,,'healthcare disparities',14.0
28816219,Specialist medical care,is-a,Health Service,,,,,'healthcare disparities',14.0
28816219,Family health protection plan,is-a,Health Policy Intervention,,,,,'healthcare disparities',18.0
28816219,Postgraduate courses in family medicine,is-a,Medical Education,,,,,'medication error',12.0
28816219,Health centres,is-a,Health Infrastructure,,,,,'healthcare disparities',16.0
28816219,Non-profit clinics,is-a,Health Infrastructure,,,,,'healthcare disparities',16.0
28816219,For-profit clinics,is-a,Health Infrastructure,,,,,'healthcare disparities',16.0
26259012,"""1966 article""","""is-a""","""research publication""",,,,,'defensive medicine',17.0
26259012,"""Bibliometric analysis""","""is-a""","""research method""",,,,,'medication error',14.0
26259012,"""Health inequalities""","""is-a""","""research topic""",,,,,'defensive medicine',15.0
26259012,"""Racial discrimination in access to medical care""","""is-a""","""social determinant of health""",,,,,'low quality maternal health',19.0
26259012,"""Marmot's 1991 article""","""is-a""","""research publication""",,,,,'defensive medicine',17.0
26259012,"""Social determinants of health""","""is-a""","""research topic""",,,,,'defensive medicine',15.0
26259012,"""Web of Science""","""is-a""","""search engine""",,,,,'defensive medicine',14.0
26259012,"""British influence on the international status of research on social inequalities of health""","""is-a""","""factor in research development""",,,,,'poor obsteteric outcomes',22.0
24519744,Cancer Disparities Research Network,is-a,Research Network,,,,,'medication error',13.0
24519744,Biorepository Facilities,is-a,Facility,,,,,'higher mortality',14.0
24519744,Biospecimen Collection,is-a,Research Practice,,,,,'defensive medicine',15.0
24519744,Biospecimen Directors,is-a,Profession,,,,,'defensive medicine',15.0
24519744,Biospecimen Administrators,is-a,Profession,,,,,'defensive medicine',15.0
24519744,Biospecimen Sharing Procedures,is-a,Procedure,,,,,'medication error',15.0
24519744,Minority and Underserved Populations,is-a,Population Group,,,,,'medication error',10.0
24519744,Biospecimen Collection Outreach Programs,is-a,Outreach Program,,,,,'medication error',15.0
24519744,Biobanking Research,is-a,Research Type,,,,,'higher mortality',15.0
24519744,Education/Outreach Initiatives,is-a,Initiatives,,,,,'medication error',13.0
24519744,Cancer Trials,is-a,Clinical Trials,,,,,'medication error',13.0
24519744,Minority Biospecimen Collection,is-a,Biospecimen Collection,,,,,'hospital readmission',16.0
24519744,Standardization Barriers,is-a,Barrier,,,,,'higher mortality',15.0
24437056,Poverty,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Education,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Housing,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Access to healthcare,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Unemployment,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Social support,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Food security,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Stress,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Transportation,is-a,social determinant of health,,,,,'low quality maternal health',19.0
24437056,Neighborhood environment,is-a,social determinant of health,,,,,'low quality maternal health',19.0
25014279,Adequate prenatal care,is-a,dependent variable,,,,,'defensive medicine',13.0
25014279,Maternal age,is-a,independent variable,,,,,'defensive medicine',14.0
25014279,Educational level,is-a,independent variable,,,,,'defensive medicine',14.0
25014279,Skin color,is-a,independent variable,,,,,'defensive medicine',14.0
25014279,Adolescent pregnancy,is-a,risk factor for inadequate prenatal care,0.5,,'inadequate prenatal care',,'inadequate prenatal care',17.0
25014279,Advanced maternal age,is-a,risk factor for inadequate prenatal care,0.5,,'inadequate prenatal care',,'inadequate prenatal care',17.0
25014279,Low education level,is-a,risk factor for inadequate prenatal care,0.5,,'inadequate prenatal care',,'inadequate prenatal care',17.0
25014279,Non-white skin color,is-a,risk factor for inadequate prenatal care,0.5,,'inadequate prenatal care',,'inadequate prenatal care',17.0
31996184,"""Incomplete DPT vaccination""",is-a,"""Child health issue""",,,,,inadequate_healthcare,17.0
31996184,"""Fully-immunised child coverage""",is-a,"""Child health indicator""",,,,,'higher mortality',18.0
31996184,"""Nigeria Demographic Health Survey""",is-a,"""Health data source""",,,,,'healthcare disparities',14.0
31996184,"""Multilevel logistic regression models""",is-a,"""Data analysis method""",,,,,'defensive medicine',18.0
31996184,"""Urban formal and slum","and rural residence""","is-a, ""Residential Status""",,,,,inadequate_healthcare,20.0
31996184,"""Child",household,"community and health system level factors"", are-a, ""Determinants of FIC""",,,,,'poor response to life threatening situation',55.0
31996184,"""Population Attributable Risk""",is-a,"""Risk measurement""",,,,,'higher mortality',16.0
31996184,"""Sociodemographics""",is-a,"""Population attributes""",,,,,'medication error',16.0
31237901,Indonesian healthcare system,is-a,healthcare system,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
31237901,Indonesian Family Life Surveys,is-a,population survey,,,,,'medication error',11.0
31237901,outpatient healthcare,is-a,healthcare type,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',11.0
31237901,inpatient healthcare,is-a,healthcare type,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',11.0
31237901,public provider,is-a,healthcare provider,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
31237901,private provider,is-a,healthcare provider,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
31237901,Standardised prevalence rate,is-a,statistical measure,,,,,'medication error',14.0
31237901,relative index of inequality (RII),is-a,statistical measure,,,,,'medication error',14.0
31237901,government health insurance programme,is-a,health insurance,,,,,'healthcare disparities',14.0
31237901,health sector decentralisation,is-a,healthcare policy,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',11.0
31237901,income-related inequalities,is-a,social determinant of health,,,,,'low quality maternal health',19.0
29365357,MELD score,is-a,Assessment metric for liver disease,,,,,'access to screening services',24.0
29365357,Liver transplantation,is-a,Treatment for end-stage liver disease,,,,,'healthcare disparities',25.0
29365357,UNOS region,is-a,Area for organ sharing,,,,,'medication error',17.0
29365357,Donation service Area,is-a,Localized area for organ donation,,,,,'inadequate prenatal care',24.0
29365357,Transplant program,is-a,Organ transplantation service,,,,,'access to screening services',21.0
30017612,Preventive Dental Care,is-a,Health Service,,,,,'healthcare disparities',14.0
30017612,Evidence-based Services,is-a,Preventive Dental Care,0.6,,'access to preventive care',,'defensive medicine',13.0
30017612,Professional Dental Cleaning,is-a,Preventive Dental Care,0.6,,'access to preventive care',,'defensive medicine',13.0
30017612,Dental Sealants,is-a,Evidence-based Services,,,,,'defensive medicine',16.0
30017612,Topical Fluoride,is-a,Evidence-based Services,,,,,'defensive medicine',16.0
30017612,Non-Hispanic black,is-a,Race/Ethnicity Group,,,,,'medication error',16.0
30017612,Non-Hispanic white,is-a,Race/Ethnicity Group,,,,,'medication error',16.0
30017612,Low-income families' children,is-a,Socioeconomic Group,,,,,'medication error',16.0
30017612,Healthy People 2020,is-a,Health Goal,,,,,'higher mortality',13.0
30017612,Medical Expenditure Panel Survey,is-a,Data Source,,,,,'medication error',14.0
30017612,Multivariate logistic regression,is-a,Statistical Method,,,,,'medication error',14.0
30017612,Disparities by race/ethnicity,is-a,Health Inequality Indicator,,,,,'healthcare disparities',19.0
30017612,Insurance status,is-a,Socioeconomic Factor,,,,,'higher mortality',17.0
30017612,Parental education,is-a,Socioeconomic Factor,,,,,'higher mortality',17.0
23599548,Viet Nam's Multiple Indicator Cluster Survey,is-a,source of demographic data,,,,,'higher mortality',20.0
23599548,Viet Nam's Multiple Indicator Cluster Survey,is-a,source of socioeconomic data,,,,,'access to preventive care',21.0
23599548,Viet Nam's Multiple Indicator Cluster Survey,is-a,source of obstetric data,,,,,'poor obsteteric outcomes',17.0
23599548,Maternal education,is-a,determinant of antenatal care attendance,,,,,'inadequate prenatal care',26.0
23599548,Maternal ethnicity,is-a,determinant of antenatal care attendance,,,,,'inadequate prenatal care',26.0
23599548,Household wealth,is-a,determinant of antenatal care attendance,,,,,'inadequate prenatal care',26.0
23599548,Place of residence,is-a,determinant of antenatal care attendance,,,,,'inadequate prenatal care',26.0
23599548,Maternal education,is-a,determinant of place of delivery,,,,,'emergency service wait time',22.0
23599548,Maternal ethnicity,is-a,determinant of place of delivery,,,,,'emergency service wait time',22.0
23599548,Household wealth,is-a,determinant of place of delivery,,,,,'emergency service wait time',22.0
23599548,Place of residence,is-a,determinant of place of delivery,,,,,'emergency service wait time',22.0
36094843,Poverty,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Education,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Housing condition,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Employment status,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Social support,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Access to healthcare,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Food security,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Transportation options,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Neighborhood safety,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Racial segregation,is-a,social determinant of health,,,,,'low quality maternal health',19.0
36094843,Gender discrimination,is-a,social determinant of health,,,,,'low quality maternal health',19.0
21609941,Disparity in care,is-a,health care issue,,,,,'healthcare disparities',11.0
21609941,Quality of care,is-a,measure of health service,,,,,inadequate_healthcare,16.0
21609941,Stratified analyses,is-a,statistical method,,,,,'medication error',14.0
21609941,Health care organizations,is-a,entities responsible for disparity reduction initiatives,,,,,'poor response to life threatening situation',33.0
21609941,Adjusted methods,is-a,statistical method,,,,,'medication error',14.0
29724114,US civilian healthcare system,is-a,healthcare system,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
29724114,US military healthcare system,is-a,universal healthcare system,,,,,inadequate_healthcare,15.0
29724114,MHS Military Mart database,is-a,healthcare database,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
29724114,Ischemic stroke,is-a,disease,,,,,'higher mortality',15.0
29724114,IV tPA,is-a,treatment method,,,,,'medication error',13.0
29724114,Disposition destination,is-a,patient outcome,,,,,'medication error',14.0
29724114,Total cost of hospitalization,is-a,economic factor,,,,,'medication error',14.0
29724114,Length of hospital stay,is-a,healthcare factor,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',11.0
29724114,Radiological studies,is-a,diagnostic procedure,,,,,'medication error',16.0
29724114,Universal healthcare,is-a,healthcare model,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',12.0
30452460,Gentrification,is-a,urban phenomenon,,,,,'defensive medicine',16.0
30452460,Urban inequalities,is-a,effect of gentrification,,,,,'defensive medicine',19.0
30452460,Health disparities,is-a,type of urban inequalities,,,,,'defensive medicine',19.0
30452460,Self-rated physical health,is-a,type of health outcome,,,,,'poor obsteteric outcomes',15.0
30452460,Health inequalities,is-a,type of health outcome,,,,,'poor obsteteric outcomes',15.0
29761028,Hawaii's Medicaid population,is a,Medicaid population,,,,,'medication error',13.0
29761028,Clinical conditions,is a,health concern,,,,,'medication error',13.0
29761028,Inpatient claims data,is a,data type,,,,,'medication error',14.0
29761028,Children and adolescent group,is a,age group,,,,,'higher mortality',14.0
29761028,Adult group,is a,age group,,,,,'higher mortality',14.0
29761028,Elderly group,is a,age group,,,,,'higher mortality',14.0
29761028,Asians,is a,racial/ethnic group,,,,,'medication error',16.0
29761028,Whites,is a,racial/ethnic group,,,,,'medication error',16.0
29761028,Native Hawaiian/Pacific Islanders,is a,racial/ethnic group,,,,,'medication error',16.0
29761028,Hawai'i County,is a,county in Hawaii,,,,,'medication error',15.0
29761028,Honolulu County,is a,county in Hawaii,,,,,'medication error',15.0
29761028,Kaua'i County,is a,county in Hawaii,,,,,'medication error',15.0
30478512,African-Americans,is-a,Race,,,,,'higher mortality',16.0
30478512,Whites,is-a,Race,,,,,'higher mortality',16.0
30478512,Bariatric Surgery,is-a,Medical Procedure,,,,,'medication error',11.0
30478512,Obesity,is-a,Health Condition,,,,,'healthcare disparities',14.0
30478512,Demographics,is-a,Socioeconomic Factors,,,,,'medication error',17.0
30478512,Healthcare Access,is-a,Health System Factor,,,,,'healthcare disparities',16.0
30478512,Knowledge of Bariatric Surgery,is-a,Health Awareness Factor,,,,,'healthcare disparities',15.0
18522613,Disparities Solutions Center,is-a,Health organization,,,,,'healthcare disparities',13.0
18522613,Strategy Forum,is-a,Conference,,,,,'medication error',13.0
18522613,Participants,is-a,Experts,,,,,'higher mortality',15.0
18522613,Racial/ethnic disparities,is-a,Health issue,,,,,'healthcare disparities',14.0
18522613,Quality improvement,is-a,Organizational strategy,,,,,'medication error',15.0
18522613,Implementation research,is-a,Research method,,,,,'medication error',14.0
18522613,Organizational excellence,is-a,Business goal,,,,,'higher mortality',14.0
18522613,Results Based Facilitation model,is-a,Workshop model,,,,,'higher mortality',14.0
18522613,Race and ethnicity data,is-a,Patient information,,,,,'higher mortality',15.0
18522613,Quality improvement strategies,is-a,Health care solution,,,,,'healthcare disparities',11.0
18522613,Incentives,is-a,Motivational tool,,,,,'medication error',10.0
18522613,Message and communication strategy,is-a,Information dissemination strategy,,,,,'inadequate prenatal care',24.0
22396445,Minority race/ethnicity patients,is-a,Patients with lower survival rate after cancer diagnosis,,,,,'access to qualified physicians',39.0
22396445,Non-Hispanic white patients,is-a,Patients with common solid and hematological malignancies,,,,,'providers linguistic and cultural competency',41.0
22396445,African-American patients,is-a,Patients with common solid and hematological malignancies,,,,,'providers linguistic and cultural competency',41.0
22396445,Hispanic patients,is-a,Patients with common solid and hematological malignancies,,,,,'providers linguistic and cultural competency',41.0
22396445,Breast cancer,is-a,Common cancers with decreasing survival disparities,,,,,'access to screening services',32.0
22396445,Prostate cancer,is-a,Common cancers with decreasing survival disparities,,,,,'access to screening services',32.0
22396445,Non-Hodgkin's lymphoma,is-a,Common cancers with decreasing survival disparities,,,,,'access to screening services',32.0
22396445,Lung cancer,is-a,Common cancers with less improvement in survival disparities,,,,,'access to preventive care',41.0
22396445,Pancreatic cancer,is-a,Common cancers with less improvement in survival disparities,,,,,'access to preventive care',41.0
29470118,Inverse equity hypothesis,is-a,health intervention hypothesis,,,,,'healthcare disparities',19.0
29470118,Inequality pattern index,is-a,measurement tool,,,,,'government funding',14.0
29470118,Top inequality,is-a,type of wealth driven inequality,,,,,'access to preventive care',22.0
29470118,Bottom inequality,is-a,type of poverty driven inequality,,,,,'access to preventive care',23.0
29470118,Wealth quintile,is-a,economic classification,,,,,'hospital readmission',18.0
33828952,COVID-19 disparities,is-a,societal problem,,,,,'higher mortality',15.0
33828952,Income disparities,is-a,economic issue,,,,,'defensive medicine',15.0
33828952,Housing disparities,is-a,socioeconomic issue,,,,,'higher mortality',16.0
33828952,Preexisting health status,is-a,healthcare issue,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
33828952,Institutionalized racism,is-a,systemic issue,,,,,'defensive medicine',15.0
33828952,Structural violence,is-a,societal problem,,,,,'higher mortality',15.0
33828952,Public health systems,is-a,governmental responsibility,,,,,'government funding',15.0
33828952,Economic inequities,is-a,societal problem,,,,,'higher mortality',15.0
33828952,Education,is-a,right,,,,,'higher mortality',14.0
33828952,Environmental and occupational safeguards,is-a,governmental responsibility,,,,,'government funding',15.0
33828952,Just tax structures,is-a,economic solution,,,,,'defensive medicine',16.0
31232362,Poverty,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Education,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Unemployment,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Safe Housing,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Access to Healthy Foods,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Stress,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Healthcare Access,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Transportation,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Social Support,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
31232362,Exposure to Crime,Violence,"and Social Disorder, is-a, Social Determinant of Health",,,,,'low quality maternal health',38.0
21495601,Pakistan,is-a,Country,,,,,'medication error',15.0
21495601,Maternal morbidity,is-a,Health issue,,,,,'healthcare disparities',14.0
21495601,Childhood morbidity,is-a,Health issue,,,,,'healthcare disparities',14.0
21495601,Maternal mortality,is-a,Health issue,,,,,'healthcare disparities',14.0
21495601,Childhood mortality,is-a,Health issue,,,,,'healthcare disparities',14.0
21495601,Health disparities,is-a,Social issue,,,,,'hospital readmission',14.0
21495601,Prenatal care,is-a,Health service,,,,,'healthcare disparities',14.0
21495601,Delivery by skilled provider,is-a,Health service,,,,,'healthcare disparities',14.0
21495601,Emergency obstetric care,is-a,Health service,,,,,'healthcare disparities',14.0
21495601,Social protection interventions,is-a,Social service,,,,,'medication error',14.0
21495601,Poverty reduction strategies,is-a,Economic strategy,,,,,'higher mortality',15.0
21495601,Intersectoral action,is-a,Policy approach,,,,,'medication error',15.0
21495601,Wealth index,is-a,Economic measure,,,,,'defensive medicine',14.0
21495601,Wealth status,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
21495601,Health outcomes,is-a,Public health concept,,,,,inadequate_healthcare,17.0
26874144,Poverty,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Education,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Employment,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Access to health care,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Socioeconomic status,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Housing,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Environment,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26874144,Nutrition,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
30947608,Medicaid patients,is-a,Patients with reduced access to care,0.5714285714285714,,'access to preventive care',,'access to preventive care',23.0
30947608,Privately insured patients,is-a,Patients with better access to care,0.5714285714285714,,'access to preventive care',,'access to specialty care',22.0
30947608,Primary care appointment,is-a,Type of healthcare appointment,,,,,'healthcare disparities',17.0
30947608,Specialty appointment,is-a,Type of healthcare appointment,,,,,'healthcare disparities',17.0
30947608,Audit studies,is-a,Method of evaluating healthcare services accessibility,,,,,'adequate training to healthcare staff',38.0
30947608,Medicaid insurance,is-a,Type of health insurance,,,,,inadequate_healthcare,18.0
30947608,Private insurance,is-a,Type of health insurance,,,,,inadequate_healthcare,18.0
30947608,Appointment availability,is-a,Measure of healthcare services accessibility,,,,,'healthcare disparities',28.0
25263459,Physical Disabilities,is-a,Underserved Subpopulation,,,,,'higher mortality',20.0
25263459,Unmet Health Care Needs,is-a,Disparity in Health Care Access,,,,,inadequate_healthcare,19.0
25263459,Medical Care,is-a,Health Care Need,,,,,'healthcare disparities',13.0
25263459,Dental Care,is-a,Health Care Need,,,,,'healthcare disparities',13.0
25263459,Prescription Medications,is-a,Health Care Need,,,,,'healthcare disparities',13.0
25263459,Poverty Level,is-a,Socioeconomic Factor,,,,,'higher mortality',17.0
25263459,Health Insurance,is-a,Health Care Access Factor,0.6666666666666667,,'access to preventive care',,'healthcare disparities',15.0
25263459,Affordable Care Act,is-a,Health Policy,,,,,'higher mortality',12.0
32239980,Cancer disparities,is-a,Health Inequality,,,,,'higher mortality',12.0
32239980,Racial and ethnic minorities,is-a,Affected Populations,,,,,'higher mortality',15.0
32239980,Populations with low income and education,is-a,Affected Populations,,,,,'higher mortality',15.0
32239980,Residents of rural areas or low socioeconomic neighborhoods,is-a,Affected Populations,,,,,'higher mortality',15.0
32239980,Poverty,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
32239980,Discrimination,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
32239980,Access to housing and education,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
32239980,Jobs with fair pay,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
32239980,Access to health care,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
32239980,Policy,is-a,Approach to reduce cancer disparities,,,,,'healthcare disparities',21.0
32239980,Health system interventions,is-a,Approach to reduce cancer disparities,,,,,'healthcare disparities',21.0
32239980,Innovative delivery and health care coverage,is-a,Approach to reduce cancer disparities,,,,,'healthcare disparities',21.0
26561903,Poverty,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Unemployment,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Low Education,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Poor Housing,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Food Insecurity,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Lack of Access to Healthcare,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Social Isolation,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,High Crime Neighborhoods,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26561903,Pollution,is-a,Environmental determinant of health,,,,,'low quality maternal health',22.0
26561903,Income Inequality,is-a,Economic determinant of health,,,,,'low quality maternal health',20.0
19395831,Poverty,is-a,social determinant of health,,,,,'low quality maternal health',19.0
19395831,Educational level,is-a,social determinant of health,,,,,'low quality maternal health',19.0
19395831,Employment status,is-a,social determinant of health,,,,,'low quality maternal health',19.0
19395831,Housing condition,is-a,social determinant of health,,,,,'low quality maternal health',19.0
19395831,Access to healthcare,is-a,social determinant of health,,,,,'low quality maternal health',19.0
19395831,Social support,is-a,social determinant of health,,,,,'low quality maternal health',19.0
19395831,Air quality,is-a,environmental determinant of health,,,,,'low quality maternal health',22.0
19395831,Food security,is-a,social determinant of health,,,,,'low quality maternal health',19.0
21145153,"""Healthcare delivery inequality""",is-a,"""Socioeconomic-related inequality""",,,,,'government funding',25.0
21145153,"""Healthcare delivery""",is-a,"""Equity Assessment Context""",,,,,'government funding',20.0
21145153,"""Microsimulation-based decomposition""",is-a,"""Decomposition method""",,,,,'medication error',14.0
21145153,"""Primary-level healthcare utilisation""",is-a,"""Healthcare Utilisation Level""",,,,,'healthcare disparities',15.0
21145153,"""Healthcare-seeking behaviour heterogeneity""",is-a,"""Inequality driving factor""",,,,,'low quality maternal health',18.0
