PMID,Child Concept,Relationship,Parent Concept
29968514,Northwest Territories,is-a,Geographical Entity
29968514,Nunavut of Canada,is-a,Geographical Entity
29968514,Greenland,is-a,Geographical Entity
19029750,P1,is-a,Family medicine practice serving an urban African American population
19029750,P2,is-a,Family medicine practice serving a suburban non-minority population
19029750,P3,is-a,Family medicine practice serving an urban Hispanic population
19029750,Influenza immunization,is-a,Preventive health measure
19029750,Urban African American population,is-a,Minority population
19029750,Urban Hispanic population,is-a,Minority population
19029750,Suburban non-minority population,is-a,Majority population
19029750,Practice champion,is-a,Key figure in promoting immunization
19029750,Communication and collaboration,is-a,Factor affecting influenza immunization
19029750,Use of systems approaches,is-a,Strategy influencing influenza immunization
29525333,Congestive Heart Failure,is-a,Disease
29525333,Effective CHF treatment,is-a,Medical Procedure
29525333,Improved health,is-a,Benefit of effective CHF treatment
29525333,Greater social value,is-a,Benefit of effective CHF treatment
29525333,Reduced health disparities,is-a,Benefit of effective CHF treatment
29525333,Lost productivity,is-a,Consequence of CHF
29525333,Health disparities,is-a,Social issue
29525333,Health disparities,is-a,Result of CHF
29525333,Microsimulation,is-a,Research Method
29525333,Quality-adjusted life years,is-a,Health Outcome Measure
29525333,Disability-free life years,is-a,Health Outcome Measure
29525333,Health disparities,is-a,Consequence of CHF
33726753,Great Recession,is-a,Economic Event
33726753,Healthcare Expenditures,is-a,Economic Policy
33726753,Unmet Medical Needs,is-a,Healthcare Access Issue
33726753,European Union Statistics of Income and Living Conditions survey,is-a,Data Collection Method
33726753,Difference-in-differences approach,is-a,Statistical Analysis Method
33726753,Treatment Case,is-a,Research Methodology
33726753,Income quintiles,is-a,Socioeconomic Measure
33726753,Austerity Measures,is-a,Government Policy
33726753,Access to medical care,is-a,Human Right
24986402,Poverty,is-a,Social Determinant of Health
24986402,Education,is-a,Social Determinant of Health
24986402,Unemployment,is-a,Social Determinant of Health
24986402,Access to Healthcare,is-a,Social Determinant of Health
24986402,Housing,is-a,Social Determinant of Health
24986402,Nutrition,is-a,Social Determinant of Health
24986402,Social Inclusion,is-a,Social Determinant of Health
24986402,Transport,is-a,Social Determinant of Health
24904178,Minority cancer survivors,is-a,type of cancer survivors
24904178,Hispanics,is-a,Minority
24904178,African Americans,is-a,Minority
24904178,Organizational barriers,is-a,type of barriers
24904178,Transportation barriers,is-a,type of barriers
24904178,Age,is-a,demographic factor
24904178,Insurance,is-a,health service access factor
24904178,Perceived health,is-a,health status
24904178,Comorbidity,is-a,health status
24904178,Nativity,is-a,demographic factor
24904178,Affordable Care Act,is-a,health policy
35476224,PHR use,is-a,"method of improving, individual health outcomes"
35476224,PHR use,is-a,"method of healthcare, communication"
35476224,Accessing mHealth Apps,is-a,"factor facilitating, PHR use"
35476224,Having a usual source of care,is-a,"factor facilitating, PHR use"
35476224,e-Communication with healthcare providers,is-a,"factor facilitating, PHR use"
35476224,Racial/ethnic disparities,is-a,"challenge in, PHR use"
35476224,Non-Hispanic White adults,is-a,"participant in, Health Information National Trends Survey"
35476224,Hispanic adults,is-a,"participant in, Health Information National Trends Survey"
35476224,Online medical record access,is-a,"form of, PHR use"
35476224,Age,is-a,"general characteristic, considered in study"
35476224,Sex,is-a,"general characteristic, considered in study"
35476224,Education,is-a,"general characteristic, considered in study"
35476224,Insurance status,is-a,"general characteristic, considered in study"
34110901,Peripheral artery disease,is-a,obstructive atherosclerotic disease
34110901,Peripheral artery disease,is-a,cause of significant morbidity and mortality
34110901,Black Americans,is-a,group disproportionately affected by peripheral artery disease
34110901,Lower extremity amputation,is-a,consequence of severe peripheral artery disease
34110901,Pharmacological modalities,is-a,treatment for peripheral artery disease
34110901,Nonpharmacological modalities,is-a,treatment for peripheral artery disease
34110901,Health care inequities,is-a,factor affecting diagnosis and treatment of peripheral artery disease
32222057,Study,observes,disparity in cancer reporting
32222057,Disparity,exists between,Ethnicities
32222057,Ethnicity,influences,cancer reporting
32222057,Cancer reporting,has impact on,health risk assessment
32222057,Healthcare professionals,should consider,reporting disparity
32222057,Family history of cancer,is important for,cancer risk assessment
31656599,Poverty,is-a,Social Determinant of Health
31656599,Education,is-a,Social Determinant of Health
31656599,Occupation,is-a,Social Determinant of Health
31656599,Social Support,is-a,Social Determinant of Health
31656599,Access to Health Care,is-a,Social Determinant of Health
31656599,Housing,is-a,Social Determinant of Health
38007224,Digital health inequality,is-a,type of health inequality
38007224,Digital utilisation,is-a,indicator of health service use
38007224,Primary care providers,is-a,type of healthcare providers
38007224,Population factors,is-a,determinant of digital utilisation
38007224,Multivariable regression,is-a,type of statistical analysis
38007224,Digital services,is-a,type of health service delivery
38007224,Digital disparity,is-a,type of health outcomes disparity
38007224,Provider characteristics,is-a,factor affecting digital utilisation
38007224,Patient demographics,is-a,type of population characteristic
38007224,Healthcare provider resource,is-a,determinant of digital service activation
24134797,Great Recession,is-a,Economic Event
24134797,Medical Expenditure Panel Survey,is-a,Data Source
24134797,Quantile multivariate regressions,is-a,Statistical Method
24134797,Health care expenditures,is-a,Economic Indicator
24134797,Racial/ethnic disparities,is-a,Social Determinant of Health
33734176,Nurse-patient communication,is-a,Aspect of culturally competent care
33734176,Cultural issues,is-a,Aspect of culturally competent care
33734176,Training module,is-a,Tool for teaching culturally competent care
33734176,Culturally competent care,is-a,Requirement for dealing with health inequities
33734176,Health inequities,is-a,Result of multiculturalism in healthcare
33734176,US healthcare system,is-a,Entity affected by multiculturalism
33734176,Free US government-developed training module,is-a,No-cost publicly available resource
30651166,Poverty,is-a,Social Determinant of Health
30651166,Education,is-a,Social Determinant of Health
30651166,Housing,is-a,Social Determinant of Health
30651166,Employment,is-a,Social Determinant of Health
30651166,Social Support,is-a,Social Determinant of Health
28816219,Rashtriya Swasthya Bima Yojana,is-a,Health Insurance Scheme
28816219,Arogyasri,is-a,Health Insurance Scheme
28816219,Primary medical care,is-a,Health Service
28816219,Specialist medical care,is-a,Health Service
28816219,Family health protection plan,is-a,Health Policy Intervention
28816219,Postgraduate courses in family medicine,is-a,Medical Education
28816219,Health centres,is-a,Health Infrastructure
28816219,Non-profit clinics,is-a,Health Infrastructure
28816219,For-profit clinics,is-a,Health Infrastructure
26259012,"""1966 article""","""is-a""","""research publication"""
26259012,"""Bibliometric analysis""","""is-a""","""research method"""
26259012,"""Health inequalities""","""is-a""","""research topic"""
26259012,"""Racial discrimination in access to medical care""","""is-a""","""social determinant of health"""
26259012,"""Marmot's 1991 article""","""is-a""","""research publication"""
26259012,"""Social determinants of health""","""is-a""","""research topic"""
26259012,"""Web of Science""","""is-a""","""search engine"""
26259012,"""British influence on the international status of research on social inequalities of health""","""is-a""","""factor in research development"""
24519744,Cancer Disparities Research Network,is-a,Research Network
24519744,Biorepository Facilities,is-a,Facility
24519744,Biospecimen Collection,is-a,Research Practice
24519744,Biospecimen Directors,is-a,Profession
24519744,Biospecimen Administrators,is-a,Profession
24519744,Biospecimen Sharing Procedures,is-a,Procedure
24519744,Minority and Underserved Populations,is-a,Population Group
24519744,Biospecimen Collection Outreach Programs,is-a,Outreach Program
24519744,Biobanking Research,is-a,Research Type
24519744,Education/Outreach Initiatives,is-a,Initiatives
24519744,Cancer Trials,is-a,Clinical Trials
24519744,Minority Biospecimen Collection,is-a,Biospecimen Collection
24519744,Standardization Barriers,is-a,Barrier
24437056,Poverty,is-a,social determinant of health
24437056,Education,is-a,social determinant of health
24437056,Housing,is-a,social determinant of health
24437056,Access to healthcare,is-a,social determinant of health
24437056,Unemployment,is-a,social determinant of health
24437056,Social support,is-a,social determinant of health
24437056,Food security,is-a,social determinant of health
24437056,Stress,is-a,social determinant of health
24437056,Transportation,is-a,social determinant of health
24437056,Neighborhood environment,is-a,social determinant of health
25014279,Adequate prenatal care,is-a,dependent variable
25014279,Maternal age,is-a,independent variable
25014279,Educational level,is-a,independent variable
25014279,Skin color,is-a,independent variable
25014279,Adolescent pregnancy,is-a,risk factor for inadequate prenatal care
25014279,Advanced maternal age,is-a,risk factor for inadequate prenatal care
25014279,Low education level,is-a,risk factor for inadequate prenatal care
25014279,Non-white skin color,is-a,risk factor for inadequate prenatal care
31996184,"""Incomplete DPT vaccination""",is-a,"""Child health issue"""
31996184,"""Fully-immunised child coverage""",is-a,"""Child health indicator"""
31996184,"""Nigeria Demographic Health Survey""",is-a,"""Health data source"""
31996184,"""Multilevel logistic regression models""",is-a,"""Data analysis method"""
31996184,"""Urban formal and slum","and rural residence""","is-a, ""Residential Status"""
31996184,"""Child",household,"community and health system level factors"", are-a, ""Determinants of FIC"""
31996184,"""Population Attributable Risk""",is-a,"""Risk measurement"""
31996184,"""Sociodemographics""",is-a,"""Population attributes"""
31237901,Indonesian healthcare system,is-a,healthcare system
31237901,Indonesian Family Life Surveys,is-a,population survey
31237901,outpatient healthcare,is-a,healthcare type
31237901,inpatient healthcare,is-a,healthcare type
31237901,public provider,is-a,healthcare provider
31237901,private provider,is-a,healthcare provider
31237901,Standardised prevalence rate,is-a,statistical measure
31237901,relative index of inequality (RII),is-a,statistical measure
31237901,government health insurance programme,is-a,health insurance
31237901,health sector decentralisation,is-a,healthcare policy
31237901,income-related inequalities,is-a,social determinant of health
29365357,MELD score,is-a,Assessment metric for liver disease
29365357,Liver transplantation,is-a,Treatment for end-stage liver disease
29365357,UNOS region,is-a,Area for organ sharing
29365357,Donation service Area,is-a,Localized area for organ donation
29365357,Transplant program,is-a,Organ transplantation service
30017612,Preventive Dental Care,is-a,Health Service
30017612,Evidence-based Services,is-a,Preventive Dental Care
30017612,Professional Dental Cleaning,is-a,Preventive Dental Care
30017612,Dental Sealants,is-a,Evidence-based Services
30017612,Topical Fluoride,is-a,Evidence-based Services
30017612,Non-Hispanic black,is-a,Race/Ethnicity Group
30017612,Non-Hispanic white,is-a,Race/Ethnicity Group
30017612,Low-income families' children,is-a,Socioeconomic Group
30017612,Healthy People 2020,is-a,Health Goal
30017612,Medical Expenditure Panel Survey,is-a,Data Source
30017612,Multivariate logistic regression,is-a,Statistical Method
30017612,Disparities by race/ethnicity,is-a,Health Inequality Indicator
30017612,Insurance status,is-a,Socioeconomic Factor
30017612,Parental education,is-a,Socioeconomic Factor
23599548,Viet Nam's Multiple Indicator Cluster Survey,is-a,source of demographic data
23599548,Viet Nam's Multiple Indicator Cluster Survey,is-a,source of socioeconomic data
23599548,Viet Nam's Multiple Indicator Cluster Survey,is-a,source of obstetric data
23599548,Maternal education,is-a,determinant of antenatal care attendance
23599548,Maternal ethnicity,is-a,determinant of antenatal care attendance
23599548,Household wealth,is-a,determinant of antenatal care attendance
23599548,Place of residence,is-a,determinant of antenatal care attendance
23599548,Maternal education,is-a,determinant of place of delivery
23599548,Maternal ethnicity,is-a,determinant of place of delivery
23599548,Household wealth,is-a,determinant of place of delivery
23599548,Place of residence,is-a,determinant of place of delivery
36094843,Poverty,is-a,social determinant of health
36094843,Education,is-a,social determinant of health
36094843,Housing condition,is-a,social determinant of health
36094843,Employment status,is-a,social determinant of health
36094843,Social support,is-a,social determinant of health
36094843,Access to healthcare,is-a,social determinant of health
36094843,Food security,is-a,social determinant of health
36094843,Transportation options,is-a,social determinant of health
36094843,Neighborhood safety,is-a,social determinant of health
36094843,Racial segregation,is-a,social determinant of health
36094843,Gender discrimination,is-a,social determinant of health
21609941,Disparity in care,is-a,health care issue
21609941,Quality of care,is-a,measure of health service
21609941,Stratified analyses,is-a,statistical method
21609941,Health care organizations,is-a,entities responsible for disparity reduction initiatives
21609941,Adjusted methods,is-a,statistical method
29724114,US civilian healthcare system,is-a,healthcare system
29724114,US military healthcare system,is-a,universal healthcare system
29724114,MHS Military Mart database,is-a,healthcare database
29724114,Ischemic stroke,is-a,disease
29724114,IV tPA,is-a,treatment method
29724114,Disposition destination,is-a,patient outcome
29724114,Total cost of hospitalization,is-a,economic factor
29724114,Length of hospital stay,is-a,healthcare factor
29724114,Radiological studies,is-a,diagnostic procedure
29724114,Universal healthcare,is-a,healthcare model
30452460,Gentrification,is-a,urban phenomenon
30452460,Urban inequalities,is-a,effect of gentrification
30452460,Health disparities,is-a,type of urban inequalities
30452460,Self-rated physical health,is-a,type of health outcome
30452460,Health inequalities,is-a,type of health outcome
29761028,Hawaii's Medicaid population,is a,Medicaid population
29761028,Clinical conditions,is a,health concern
29761028,Inpatient claims data,is a,data type
29761028,Children and adolescent group,is a,age group
29761028,Adult group,is a,age group
29761028,Elderly group,is a,age group
29761028,Asians,is a,racial/ethnic group
29761028,Whites,is a,racial/ethnic group
29761028,Native Hawaiian/Pacific Islanders,is a,racial/ethnic group
29761028,Hawai'i County,is a,county in Hawaii
29761028,Honolulu County,is a,county in Hawaii
29761028,Kaua'i County,is a,county in Hawaii
30478512,African-Americans,is-a,Race
30478512,Whites,is-a,Race
30478512,Bariatric Surgery,is-a,Medical Procedure
30478512,Obesity,is-a,Health Condition
30478512,Demographics,is-a,Socioeconomic Factors
30478512,Healthcare Access,is-a,Health System Factor
30478512,Knowledge of Bariatric Surgery,is-a,Health Awareness Factor
18522613,Disparities Solutions Center,is-a,Health organization
18522613,Strategy Forum,is-a,Conference
18522613,Participants,is-a,Experts
18522613,Racial/ethnic disparities,is-a,Health issue
18522613,Quality improvement,is-a,Organizational strategy
18522613,Implementation research,is-a,Research method
18522613,Organizational excellence,is-a,Business goal
18522613,Results Based Facilitation model,is-a,Workshop model
18522613,Race and ethnicity data,is-a,Patient information
18522613,Quality improvement strategies,is-a,Health care solution
18522613,Incentives,is-a,Motivational tool
18522613,Message and communication strategy,is-a,Information dissemination strategy
22396445,Minority race/ethnicity patients,is-a,Patients with lower survival rate after cancer diagnosis
22396445,Non-Hispanic white patients,is-a,Patients with common solid and hematological malignancies
22396445,African-American patients,is-a,Patients with common solid and hematological malignancies
22396445,Hispanic patients,is-a,Patients with common solid and hematological malignancies
22396445,Breast cancer,is-a,Common cancers with decreasing survival disparities
22396445,Prostate cancer,is-a,Common cancers with decreasing survival disparities
22396445,Non-Hodgkin's lymphoma,is-a,Common cancers with decreasing survival disparities
22396445,Lung cancer,is-a,Common cancers with less improvement in survival disparities
22396445,Pancreatic cancer,is-a,Common cancers with less improvement in survival disparities
29470118,Inverse equity hypothesis,is-a,health intervention hypothesis
29470118,Inequality pattern index,is-a,measurement tool
29470118,Top inequality,is-a,type of wealth driven inequality
29470118,Bottom inequality,is-a,type of poverty driven inequality
29470118,Wealth quintile,is-a,economic classification
33828952,COVID-19 disparities,is-a,societal problem
33828952,Income disparities,is-a,economic issue
33828952,Housing disparities,is-a,socioeconomic issue
33828952,Preexisting health status,is-a,healthcare issue
33828952,Institutionalized racism,is-a,systemic issue
33828952,Structural violence,is-a,societal problem
33828952,Public health systems,is-a,governmental responsibility
33828952,Economic inequities,is-a,societal problem
33828952,Education,is-a,right
33828952,Environmental and occupational safeguards,is-a,governmental responsibility
33828952,Just tax structures,is-a,economic solution
31232362,Poverty,is-a,Social Determinant of Health
31232362,Education,is-a,Social Determinant of Health
31232362,Unemployment,is-a,Social Determinant of Health
31232362,Safe Housing,is-a,Social Determinant of Health
31232362,Access to Healthy Foods,is-a,Social Determinant of Health
31232362,Stress,is-a,Social Determinant of Health
31232362,Healthcare Access,is-a,Social Determinant of Health
31232362,Transportation,is-a,Social Determinant of Health
31232362,Social Support,is-a,Social Determinant of Health
31232362,Exposure to Crime,Violence,"and Social Disorder, is-a, Social Determinant of Health"
21495601,Pakistan,is-a,Country
21495601,Maternal morbidity,is-a,Health issue
21495601,Childhood morbidity,is-a,Health issue
21495601,Maternal mortality,is-a,Health issue
21495601,Childhood mortality,is-a,Health issue
21495601,Health disparities,is-a,Social issue
21495601,Prenatal care,is-a,Health service
21495601,Delivery by skilled provider,is-a,Health service
21495601,Emergency obstetric care,is-a,Health service
21495601,Social protection interventions,is-a,Social service
21495601,Poverty reduction strategies,is-a,Economic strategy
21495601,Intersectoral action,is-a,Policy approach
21495601,Wealth index,is-a,Economic measure
21495601,Wealth status,is-a,Social determinant of health
21495601,Health outcomes,is-a,Public health concept
26874144,Poverty,is-a,Social determinant of health
26874144,Education,is-a,Social determinant of health
26874144,Employment,is-a,Social determinant of health
26874144,Access to health care,is-a,Social determinant of health
26874144,Socioeconomic status,is-a,Social determinant of health
26874144,Housing,is-a,Social determinant of health
26874144,Environment,is-a,Social determinant of health
26874144,Nutrition,is-a,Social determinant of health
30947608,Medicaid patients,is-a,Patients with reduced access to care
30947608,Privately insured patients,is-a,Patients with better access to care
30947608,Primary care appointment,is-a,Type of healthcare appointment
30947608,Specialty appointment,is-a,Type of healthcare appointment
30947608,Audit studies,is-a,Method of evaluating healthcare services accessibility
30947608,Medicaid insurance,is-a,Type of health insurance
30947608,Private insurance,is-a,Type of health insurance
30947608,Appointment availability,is-a,Measure of healthcare services accessibility
25263459,Physical Disabilities,is-a,Underserved Subpopulation
25263459,Unmet Health Care Needs,is-a,Disparity in Health Care Access
25263459,Medical Care,is-a,Health Care Need
25263459,Dental Care,is-a,Health Care Need
25263459,Prescription Medications,is-a,Health Care Need
25263459,Poverty Level,is-a,Socioeconomic Factor
25263459,Health Insurance,is-a,Health Care Access Factor
25263459,Affordable Care Act,is-a,Health Policy
32239980,Cancer disparities,is-a,Health Inequality
32239980,Racial and ethnic minorities,is-a,Affected Populations
32239980,Populations with low income and education,is-a,Affected Populations
32239980,Residents of rural areas or low socioeconomic neighborhoods,is-a,Affected Populations
32239980,Poverty,is-a,Social Determinant of Health
32239980,Discrimination,is-a,Social Determinant of Health
32239980,Access to housing and education,is-a,Social Determinant of Health
32239980,Jobs with fair pay,is-a,Social Determinant of Health
32239980,Access to health care,is-a,Social Determinant of Health
32239980,Policy,is-a,Approach to reduce cancer disparities
32239980,Health system interventions,is-a,Approach to reduce cancer disparities
32239980,Innovative delivery and health care coverage,is-a,Approach to reduce cancer disparities
26561903,Poverty,is-a,Social determinant of health
26561903,Unemployment,is-a,Social determinant of health
26561903,Low Education,is-a,Social determinant of health
26561903,Poor Housing,is-a,Social determinant of health
26561903,Food Insecurity,is-a,Social determinant of health
26561903,Lack of Access to Healthcare,is-a,Social determinant of health
26561903,Social Isolation,is-a,Social determinant of health
26561903,High Crime Neighborhoods,is-a,Social determinant of health
26561903,Pollution,is-a,Environmental determinant of health
26561903,Income Inequality,is-a,Economic determinant of health
19395831,Poverty,is-a,social determinant of health
19395831,Educational level,is-a,social determinant of health
19395831,Employment status,is-a,social determinant of health
19395831,Housing condition,is-a,social determinant of health
19395831,Access to healthcare,is-a,social determinant of health
19395831,Social support,is-a,social determinant of health
19395831,Air quality,is-a,environmental determinant of health
19395831,Food security,is-a,social determinant of health
21145153,"""Healthcare delivery inequality""",is-a,"""Socioeconomic-related inequality"""
21145153,"""Healthcare delivery""",is-a,"""Equity Assessment Context"""
21145153,"""Microsimulation-based decomposition""",is-a,"""Decomposition method"""
21145153,"""Primary-level healthcare utilisation""",is-a,"""Healthcare Utilisation Level"""
21145153,"""Healthcare-seeking behaviour heterogeneity""",is-a,"""Inequality driving factor"""
21145153,"""Prevailing socioeconomic inequalities""",is-a,"""Inequality driving factor"""
21145153,"""Occupied Palestinian territory""",is-a,"""Equity in healthcare delivery assessment context"""
24626441,Public health expenditures,is-a,determinant of health system performance
24626441,Income inequality,is-a,determinant of health system performance
24626441,Marginalization index,is-a,determinant of health system performance
24626441,Maternal mortality,is-a,indicator of health system performance
24626441,Child mortality,is-a,indicator of health system performance
24626441,Life expectancy at birth,is-a,health indicator
24626441,Infant mortality,is-a,health indicator
24626441,Marginalization index,is-a,social determinant of health
24626441,Gini coefficient,is-a,social determinant of health
24626441,Federal funding,is-a,factor in health system performance
24626441,Health system reform,is-a,factor in health performance
29444213,Gastroesophageal reflux disease,is-a,Disease
29444213,Health care disparities,is-a,Public health issue
29444213,Race/ethnicity,is-a,Demographic variable
29444213,Socioeconomic status,is-a,Social determinant of health
29444213,Environment,is-a,Social determinant of health
25907544,Poverty,is-a,Social Determinant of Health
25907544,Education,is-a,Social Determinant of Health
25907544,Housing condition,is-a,Social Determinant of Health
25907544,Employment status,is-a,Social Determinant of Health
25907544,Social support,is-a,Social Determinant of Health
25907544,Access to healthy foods,is-a,Social Determinant of Health
25907544,Transportation,is-a,Social Determinant of Health
25907544,Neighborhood safety,is-a,Social Determinant of Health
25907544,Healthcare access,is-a,Social Determinant of Health
25907544,Racial discrimination,is-a,Social Determinant of Health
26195270,People with communication disability,is-a,People with disabilities
26195270,Fiji,is-a,Multicultural and multilingual nation
26195270,Disability care workers,is-a,Service providers
26195270,Special education teachers,is-a,Service providers
26195270,Traditional healers,is-a,Service providers
26195270,Speech-language pathologists,is-a,Service providers
26195270,Geographic barriers,is-a,Barriers to service development
26195270,Linguistic diversity,is-a,Barriers to service development
26195270,Cultural barriers,is-a,Barriers to service development
26195270,Financial barriers,is-a,Barriers to service development
26195270,Macro-level drivers,is-a,Drivers of change
26195270,Meso-level drivers,is-a,Drivers of change
26195270,Micro-level drivers,is-a,Drivers of change
26195270,Disabled people's organisations,is-a,Micro-level drivers of change
37067806,Smoking,is-a,Health Risk Behavior
37067806,Obesity,is-a,Health Outcome
37067806,Education,is-a,Socioeconomic Factor
37067806,Pollution,is-a,Environmental Factor
37067806,Poverty,is-a,Economic Factor
37067806,Mental Stress,is-a,Psychological Factor
37067806,Unemployment,is-a,Socioeconomic Factor
37067806,Healthcare Access,is-a,Health System Factor
37067806,Diet,is-a,Lifestyle Factor
18513625,Disparity,is-a,Public health policy term
18513625,Disparity,is-a,Result of inequitable health care delivery
18513625,Health outcomes,is-a,Result of health care delivery
18513625,Minorities,is-a,Group with different health outcomes
18513625,The poor,is-a,Group with different health outcomes
18513625,Poverty,is-a,Root of disparity
18513625,Lack of social and medical infrastructure,is-a,Root of disparity
18513625,Health services research,is-a,Tool for describing disparity
18513625,Quality discipline,is-a,Tool for describing disparity
18513625,Structural and process-based deficits in health care delivery system,is-a,Root cause of disparity
18513625,Quality of care,is-a,Related concept to disparity
30866982,Health Equity Implementation Framework,is-a,Conceptual Framework
30866982,Healthcare Disparity Implementation Challenges,is-a,Implementation Problem
30866982,Hepatitis C Virus Treatment,is-a,Healthcare Disparity Challenge
30866982,Patient Level Implementation Assessment,is-a,Method to understand barriers
30866982,Semi-structured Interviews,is-a,Data Collection Method
30866982,VA Medical Clinics,is-a,Healthcare System
30866982,Care Coordination after testing positive for HCV,is-a,Implementation Issue
30866982,Testimonials about racial discrimination,is-a,Healthcare Disparity Issue
30866982,High Cure Rates,is-a,Treatment Facilitator
30866982,Patient Confidentiality,is-a,Method to offset HCV stigma
24564048,Medical tourism,is-a,international travel
24564048,Medical tourism,is-a,investment in health infrastructure
24564048,Medical tourism,is-a,opportunity for health labour force development
24564048,Medical tourism,is-a,potential for reduced access to healthcare for locals
24564048,Medical tourism,is-a,potential for inefficient use of limited public resources
24564048,Medical tourism,is-a,contributor to environmental health equity issues
24564048,Caribbean countries,is-a,host for medical tourism
24564048,Health equity,is-a,concern in medical tourism
24564048,Environmental health equity,is-a,concern in medical tourism growth
24564048,Waste management infrastructure,is-a,environmental concern in medical tourism
37500584,Disparity in physical activity engagement,is-a,factor of cumulative health effect
37500584,Out-of-pocket health expenditure,is-a,result of cumulative health effect
37500584,Socioeconomic gap,is-a,result of disparity in physical activity engagement
37500584,Physical activity inequity,is-a,factor of social inequity
37500584,Difficulties in measuring physical activity,is-a,obstacle for exploring physical activity inequity
37500584,Smartphone-derived big data,is-a,method for measuring physical activity
37500584,Fine-grained depiction,is-a,result of using smartphone-derived big data
37500584,Inequity in physical activity,is-a,contributor to social inequity
25498998,Racial and ethnic disparities,is-a,type of health disparity
25498998,Hypertension,is-a,chronic medical condition
25498998,Interventions,is-a,strategy to reduce disparities
25498998,Knowledge gaps,is-a,barrier for translating interventions into practice
25498998,Collaboration among stakeholders,is-a,requirement for translating interventions into practice
25498998,Racial and ethnic minorities,is-a,demographic group with health disparities
25498998,Pragmatic,sustainable,"multilevel interventions, is-a, strategy to reduce disparities"
25498998,Implementation researchers,is-a,role in translating interventions into practice
25498998,Broad partnerships,is-a,strategy for translating interventions into practice
25498998,Balance and alignment in priorities and incentives,is-a,strategy for stakeholder coordination
31120921,EconomicClusters algorithm,is-a,tool for defining economic models
31120921,DHS assets,is-a,method for measuring economic status
31120921,EconomicClusters model,is-a,metric of economic status
31120921,Twenty-group economic model,is-a,economic model for Cameroon
31120921,Five-group economic model,is-a,economic model for Ghana
31120921,Wealth Index,is-a,model for evaluating variability in health and social outcomes
31120921,Health disparities research,is-a,research area in low- and middle-income countries
31120921,Child height-for-age Z-score,is-a,variable in agglomerative hierarchical clustering
31120921,Women's literacy score,is-a,factor in economic status analysis
31120921,Proportion of children who are deceased,is-a,factor in economic status analysis
19043655,Racial disparities,is-a,significant factor contributing to health care problems
19043655,Economic factors,is-a,barrier to effective health care
19043655,Lower literacy and education levels,is-a,barrier to effective health care
19043655,Cultural differences,is-a,barrier to effective health care
19043655,Discrimination and racism,is-a,barrier embedded in the health system
19043655,Disrespect of medical practitioners,is-a,barrier to effective health care
19043655,Inaccessibility to health services,is-a,barrier to effective health care
19043655,Decentralized services,is-a,barrier to effective health care
23497027,Gastrointestinal diseases,"""is-a""",Medical condition
23497027,Rural patients,"""is-a""",Patient category
23497027,Urban patients,"""is-a""",Patient category
23497027,Suburban patients,"""is-a""",Patient category
23497027,Medical care for gastrointestinal diseases,"""is-a""",Health service
23497027,National Health Insurance Research Database,"""is-a""",Health Database
23497027,Ambulatory visits,"""is-a""",Health service
23497027,Non-gastroenterologists,"""is-a""",Medical professional category
23497027,Gastroenterologists,"""is-a""",Medical professional category
23497027,Medical teleconsultation system,"""is-a""",Health service
23497027,Specialist outreach clinics,"""is-a""",Health service
25002160,Obesity,is-a,Health Condition
25002160,Poverty,is-a,Social Determinant of Health
25002160,Education,is-a,Social Determinant of Health
25002160,Unemployment,is-a,Social Determinant of Health
25002160,Air Pollution,is-a,Environmental Determinant of Health
32133181,Universal Health Coverage,is-a,Sustainable Development Goal
32133181,RMNCH service coverage,is-a,aspect of Universal Health Coverage
32133181,Socioeconomic subgroup,is-a,determinant of health intervention reach
32133181,Demographic subgroup,is-a,determinant of health intervention reach
32133181,Multiple Indicator Cluster Surveys,is-a,method for understanding national progress
32133181,Demographic and Health Surveys,is-a,method for understanding national progress
32133181,Reproductive health,is-a,component of RMNCH
32133181,Maternal health,is-a,component of RMNCH
32133181,Child immunisation,is-a,component of RMNCH
32133181,Child illness treatment,is-a,component of RMNCH
32133181,Maternal age,is-a,subgroup determinant for health intervention
32133181,Education,is-a,subgroup determinant for health intervention
32133181,Place of residence,is-a,subgroup determinant for health intervention
19160926,Poverty,is-a,Social Determinant of Health
19160926,Education,is-a,Social Determinant of Health
19160926,Social Support,is-a,Social Determinant of Health
19160926,Employment,is-a,Social Determinant of Health
19160926,Safe Housing,is-a,Social Determinant of Health
30452207,New medical technologies,is-a,healthcare innovation
30452207,Real-world evidence,is-a,research method
30452207,Randomized controlled trials,is-a,research method
30452207,Chronic diseases,is-a,health condition
30452207,Equity in care,is-a,healthcare objective
30452207,Disparities in care,is-a,healthcare challenge
30452207,Working group,is-a,research team
22147880,Poverty,is-a,Social Determinant of Health
22147880,Education,is-a,Social Determinant of Health
22147880,Employment,is-a,Social Determinant of Health
22147880,Social Support,is-a,Social Determinant of Health
22147880,Access to Health Care,is-a,Social Determinant of Health
34087620,'Inguinal hernia repair',is-a,'Surgical procedure'
34087620,'Local anesthesia',is-a,'Anesthesia modality'
34087620,'General anesthesia',is-a,'Anesthesia modality'
34087620,'Postoperative complications',is-a,'Surgical outcome'
34087620,'Veterans Affairs Surgical Quality Improvement Program database',is-a,'Healthcare database'
32559145,Racism,is-a,Social determinant of health
32559145,Discrimination,is-a,Social determinant of health
32559145,Violence,is-a,Social determinant of health
