0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
35089147,Disadvantaged Neighborhood,is-a,Social Risk Factor,,,,,psychological factor,9.0
35089147,Low Educational Attainment,is-a,Social Risk Factor,,,,,psychological factor,9.0
35089147,Social Isolation,is-a,Social Risk Factor,,,,,psychological factor,9.0
35089147,VA Health Care System,is-a,Health Care Delivery Location,,,,,'inadequate ventilation',19.0
35089147,Non-VA Health Care System,is-a,Health Care Delivery Location,,,,,'inadequate ventilation',19.0
32489149,Health care professionals,is-a,frontline of defense,,,,,'worklife balance',14.0
32489149,Health care professionals,is-a,community wellbeing prioritizer,,,,,'commuting time to work',21.0
32489149,COVID-19,is-a,novel Coronavirus,,,,,'peeling paints',13.0
32489149,Quarantine,is-a,strict infection control measure,,,,,'risk of vector borne disease',21.0
32489149,Fears of contracting and spreading the virus,is-a,psychosocial effect,0.6666666666666667,,psychological effect,,psychological effect,3.0
32489149,Conflict between professional duty and family obligation,is-a,psychosocial effect,0.6666666666666667,,psychological effect,,psychological effect,3.0
32489149,Stigma of being infected,is-a,psychosocial effect,0.6666666666666667,,psychological effect,,psychological effect,3.0
32489149,Inadequate or inaccurate information,is-a,psychosocial effect,0.6666666666666667,,psychological effect,,psychological effect,3.0
32489149,Psychological challenges,is-a,effect of COVID-19 quarantine on health care workers,,,,,'lack of medical services near home',35.0
32489149,Economic instability,is-a,intensifier of psychological challenges,,,,,'poor psychological well being',21.0
10678472,HIV/AIDS,is-a,Disease,,,,,'risk of cancer',12.0
10678472,Injection drug use,is-a,Risk behaviour,,,,,'risk of cancer',10.0
10678472,Homosexual risk behaviour,is-a,Risk behaviour,,,,,'risk of cancer',10.0
10678472,Heterosexual risk behaviour,is-a,Risk behaviour,,,,,'risk of cancer',10.0
10678472,Sexually transmitted infections,is-a,Disease,,,,,'risk of cancer',12.0
10678472,Economic instability,is-a,Social factor,0.6666666666666667,,social policy,,social policy,6.0
10678472,Poverty,is-a,Social factor,0.6666666666666667,,social policy,,social policy,6.0
10678472,Gender roles,is-a,Social factor,0.6666666666666667,,social policy,,social policy,6.0
10678472,AIDS crisis,is-a,Health crisis,,,,,'leaking roof',11.0
10678472,HIV transmission,is-a,Disease transmission,,,,,'house dust mites',15.0
10678472,Russian Federation,is-a,Country,,,,,social policy,11.0
10678472,Eastern Europe,is-a,Geographic region,,,,,'poor sanitation',13.0
26506676,Mandatory motorcycle helmet law,is-a,safety regulation,,,,,'poor sanitation',12.0
26506676,Health care costs,is-a,economic factor,0.6666666666666667,,protective factor,,protective factor,8.0
26506676,Financial model,is-a,analytical tool,,,,,'leaking roof',12.0
26506676,Helmeted rider,is-a,motorcycle rider,,,,,protective factor,12.0
26506676,Nonhelmeted rider,is-a,motorcycle rider,,,,,protective factor,12.0
26506676,Health care economics,is-a,field of study,,,,,'leaking roof',12.0
26506676,Hospital treatment cost,is-a,health care cost,,,,,'low wage job',10.0
26506676,Medicaid cost,is-a,public expenditure,,,,,'peeling paints',14.0
26506676,Connecticut,is-a,U.S. state,,,,,'house dust mites',12.0
26506676,Economic stability,is-a,economic condition,,,,,'poor sanitation',12.0
26506676,Injury severity,is-a,health outcome,,,,,'leaking roof',12.0
37129396,Modern man,is-a,observer of own health,,,,,'risk of cancer',15.0
37129396,Physical health,is-a,aspect of total health,,,,,amount of workload,13.0
37129396,Mental health,is-a,aspect of total health,,,,,amount of workload,13.0
37129396,Kursk Oblast,is-a,geographical location,,,,,'poor sanitation',14.0
37129396,Sociological studies,is-a,research method,,,,,'preterm birth',11.0
37129396,Complex epidemiological situation,is-a,health context,,,,,'leaking roof',12.0
37129396,Complicated geopolitical situation,is-a,socio-political context,,,,,psychological effect,13.0
37129396,Personal characteristics,is-a,factor affecting health attitude,0.6,,factor influencing health,,factor influencing health,15.0
37129396,Attitudes to health,is-a,personal belief,,,,,social policy,9.0
37129396,Health saving,is-a,proactive health behavior,,,,,protective factor,13.0
35299611,Social media,is-a,tool for economic strategies,,,,,'poor ergonomics',17.0
35299611,Entrepreneurial activities,is-a,result of social media use,,,,,psychosocial factors,16.0
35299611,Online platforms,is-a,tool for decreasing global inequalities,,,,,'chromosomal abnormalities',27.0
35299611,Entrepreneurship,is-a,form of online economic exchange,,,,,'lack of air conditioning',21.0
35299611,Gendered work,is-a,longstanding expectation,,,,,'poor sanitation',16.0
35299611,Economic stability,is-a,result of social media use,,,,,psychosocial factors,16.0
35299611,Local norms,is-a,subject to change by social media use,,,,,'substance abuse at work',27.0
35299611,Sociality shifts,is-a,result of social media use within communities,,,,,'risk of adverse kidney outcomes',30.0
23870846,Mental health problems,is-a,Health issue,0.33333333333333337,1.0,mental health issue,mental health issue,mental health issue,7.0
23870846,Substance use problems,is-a,Health issue,0.33333333333333337,1.0,mental health issue,mental health issue,mental health issue,7.0
23870846,Depression,is-a,Mental health problem,0.0,0.0,mental health problem,mental health problem,mental health problem,0.0
23870846,Anxiety,is-a,Mental health problem,0.0,0.0,mental health problem,mental health problem,mental health problem,0.0
23870846,Alcohol use,is-a,Substance use problem,,,,,'substance abuse at work',11.0
23870846,Nicotine use,is-a,Substance use problem,,,,,'substance abuse at work',11.0
23870846,Marijuana use,is-a,Substance use problem,,,,,'substance abuse at work',11.0
23870846,High school diploma,is-a,Educational attainment,,,,,nutritional deficiency,13.0
23870846,Socio-economic status,is-a,Social determinant of health,,,,,factor influencing health,18.0
23870846,Co-occurring mental health and substance use problems,is-a,Health issue,0.33333333333333337,1.0,mental health issue,mental health issue,mental health issue,7.0
23870846,Educational attainment,is-a,Social determinant of health,,,,,factor influencing health,18.0
23870846,Market labor force participation,is-a,Socio-economic status indicator,,,,,psychological factor,20.0
23870846,Non-market labor force participation,is-a,Socio-economic status indicator,,,,,psychological factor,20.0
23870846,Income maintenance,is-a,Socio-economic status indicator,,,,,psychological factor,20.0
23870846,Wealth accumulation,is-a,Socio-economic status indicator,,,,,psychological factor,20.0
31281173,Domestic Violence,is-a,Health-related Issue,0.5,,mental health issue,,mental health issue,10.0
31281173,Physical Violence,is-a,Domestic Violence,0.0,0.0,domestic violence,domestic violence,domestic violence,0.0
31281173,Mental Violence,is-a,Domestic Violence,0.0,0.0,domestic violence,domestic violence,domestic violence,0.0
31281173,Sexual Violence,is-a,Domestic Violence,0.0,0.0,domestic violence,domestic violence,domestic violence,0.0
31281173,Domestic Violence,is-a,Public Health Problem,0.5,,mental health problem,,mental health problem,6.0
31281173,Economic Instability,is-a,risk factor for Domestic Violence,0.6,,domestic violence,,history of domestic violence,9.0
31281173,Witnessing Domestic Violence in Childhood,is-a,risk factor for Domestic Violence,0.6,,domestic violence,,history of domestic violence,9.0
31281173,Preventive Services,is-a,measure against Domestic Violence,0.5,,domestic violence,,history of domestic violence,13.0
31281173,Population-based Measures,is-a,measure against Domestic Violence,0.5,,domestic violence,,history of domestic violence,13.0
34792897,Coronavirus infection,is a,Global health issue,0.5,,mental health issue,,mental health issue,4.0
34792897,Digitalization,is a,Trend in remote technologies,,,,,'crowding at home',20.0
34792897,Self-organization and mutual assistance,is a,Response to the spread of coronavirus infection,,,,,'exposure to asbestos in dwelling',33.0
34792897,Economic situation,is a,Aspect of socio-economic state,,,,,'poor ergonomics',20.0
34792897,Financial situation of citizens,is a,Aspect of socio-economic state,,,,,'poor ergonomics',20.0
34792897,Restrictions on mass events,is a,Response to the spread of coronavirus infection,,,,,'exposure to asbestos in dwelling',33.0
34792897,Digital control,is a,Method of state governance,,,,,domestic violence,17.0
34792897,The Higher School of Economics,is a,Research institution,,,,,'poor sanitation',13.0
34792897,Civil society,is a,Focus of the Higher School of Economics,,,,,'lack of air conditioning',28.0
34792897,Non-profit sector,is a,Focus of the Higher School of Economics,,,,,'lack of air conditioning',28.0
33971002,SARS,is-a,Disease,,,,,'risk of cancer',12.0
33971002,Disease emergence,is-a,Global health issue,0.5,,mental health issue,,mental health issue,4.0
33971002,Human activities,is-a,Factor affecting disease emergence,,,,,factor influencing health,21.0
33971002,Economic stability,is-a,Role of insurance industry,,,,,'risk of cancer',17.0
33971002,Unprecedented new risks,is-a,Consequence of disease emergence,,,,,history of domestic violence,21.0
33971002,Scenarios anticipation,is-a,Task of insurance industry,,,,,'risk of cancer',16.0
27543948,Socioeconomic status,is-a,complex construct,,,,,social policy,13.0
27543948,SES indicators,is-a,factor impacting cancer outcomes,,,,,factor influencing health,20.0
27543948,Pediatric AML patients,is-a,patient group,,,,,'leaking roof',10.0
27543948,Surveillance,Epidemiology,"and End Results database, is-a, data source",,,,,'substance abuse at work',30.0
27543948,Factor analysis,is-a,statistical method,,,,,social policy,13.0
27543948,Cluster analysis,is-a,statistical method,,,,,social policy,13.0
27543948,Economic/educational disadvantage,is-a,SES factor,0.6666666666666667,,protective factor,,protective factor,9.0
27543948,Immigration-related features,is-a,SES factor,0.6666666666666667,,protective factor,,protective factor,9.0
27543948,Housing instability,is-a,SES factor,0.6666666666666667,,protective factor,,protective factor,9.0
27543948,Absence of moving,is-a,SES factor,0.6666666666666667,,protective factor,,protective factor,9.0
27543948,Pediatric AML mortality risk,is-a,health outcome,,,,,'leaking roof',12.0
19326781,Conservative economic policy,is-a,economic policy,0.6666666666666667,,social policy,,social policy,7.0
19326781,Redistribution of wealth,is-a,economic effect,0.6666666666666667,,psychological effect,,psychological effect,8.0
19326781,Power shift,is-a,social effect,0.6666666666666667,,social policy,,social policy,5.0
19326781,Economic instability,is-a,social determinant of health,,,,,factor influencing health,18.0
19326781,Unemployment,is-a,social determinant of health,,,,,factor influencing health,18.0
19326781,Poverty,is-a,social determinant of health,,,,,factor influencing health,18.0
19326781,Inequality,is-a,social determinant of health,,,,,factor influencing health,18.0
19326781,Dangerous products,is-a,social determinant of health,,,,,factor influencing health,18.0
19326781,Infectious disease,is-a,health outcome,,,,,'leaking roof',12.0
19326781,Chronic disease,is-a,health outcome,,,,,'leaking roof',12.0
31970384,Antimicrobial resistance,is a,threat to population health,,,,,factor influencing health,16.0
31970384,Antimicrobial resistance,is a,threat to food security,0.6666666666666667,,'poor access to food',,'job insecurity',15.0
31970384,Antimicrobial resistance,is a,threat to economic stability,,,,,'poor ergonomics',20.0
31970384,Pharmaceutical industry,is a,contributor to antimicrobial stewardship,,,,,'exposure to environmental hazards',26.0
31970384,Merck & Co.,Inc.,"is a, pharmaceutical company",,,,,'inadequate ventilation',20.0
28292764,Microfinance programmes,is-a,Financial intervention,0.6666666666666667,,nutritional intervention,,nutritional intervention,8.0
28292764,Pigs for Peace (PFP),is-a,Livestock productive asset transfer programme,,,,,'risk of adverse kidney outcomes',32.0
28292764,Rabbits for Resilience (RFR),is-a,Livestock productive asset transfer programme,,,,,'risk of adverse kidney outcomes',32.0
28292764,Adult permanent residents of rural villages,is-a,PFP participant,,,,,'poor sanitation',12.0
28292764,Male and female adolescents 10-15 years old,is-a,RFR participant,,,,,'poor sanitation',12.0
28292764,Community-led sustainable development initiatives,is-a,"Solution for improved health, economic and social impact",,,,,'loosing health coverage associated with job',39.0
30025307,Child Maltreatment,is-a,Social Issue,0.6666666666666667,,social policy,,social policy,6.0
30025307,Economic Stability,is-a,Determinant of Social Issue,,,,,mental health issue,17.0
30025307,Political Stability,is-a,Determinant of Social Issue,,,,,mental health issue,17.0
30025307,Self-expressive Values,is-a,Cultural Aspect,,,,,social policy,11.0
30025307,Survivalist Orientation,is-a,National Orientation,,,,,nutritional intervention,11.0
30025307,Quality of Life,is-a,Outcome of Individual Autonomy,,,,,'commuting time to work',22.0
30025307,National Norms,is-a,Influence on Individual Attitudes,,,,,'house dust mites',24.0
30025307,National Policies,is-a,Influence on Individual Attitudes,,,,,'house dust mites',24.0
1945555,Increasing numbers of women,is-a,participants in labor force,,,,,'poor utilization of food',18.0
1945555,Increasing numbers of children,is-a,participants in child care,,,,,'risk of cancer',19.0
1945555,Infants in child care,is-a,risk of insecure attachment,0.6,,'risk of cancer',,'risk of cancer',16.0
1945555,High-quality child care,is-a,factor for improved child outcome,,,,,factor influencing health,21.0
1945555,Pediatrician,is-a,monitor of child well-being,,,,,'poor emotional well being',15.0
1945555,Pediatrician,is-a,advisor for parents as consumers of child care,,,,,history of domestic violence,32.0
1945555,Pediatrician,is-a,promoter of high-quality care availability,,,,,'role clarity at work place',30.0
1945555,Low child-to-staff ratio,is-a,characteristic of high-quality child care,,,,,history of domestic violence,29.0
1945555,Small group size,is-a,characteristic of high-quality child care,,,,,history of domestic violence,29.0
1945555,Training of child care providers,is-a,characteristic of high-quality child care,,,,,history of domestic violence,29.0
34403798,Socioeconomic status (SES),is-a,complex structure,,,,,'house dust mites',14.0
34403798,Factor 1,is-a,economic and social disadvantage,,,,,psychosocial factors,22.0
34403798,Factor 2,is-a,immigration-associated characteristics,,,,,nutritional intervention,25.0
34403798,Factor 3,is-a,housing instability,,,,,'house dust mites',12.0
34403798,Factor 4,is-a,absence of intrastate mobility,,,,,social policy,21.0
34403798,Economic and education disadvantage,is-a,aspect of Factor 1,,,,,protective factor,9.0
34403798,Foreign-born,language isolation,"less household room, recent interstate residential stability, is-a, aspect of Factor 2",,,,,'degree of responsibility and accountability at work',62.0
34403798,SES indicators,is-a,influence on outcomes of adult gliomas,,,,,'uncombusted fuel gas',26.0
34403798,Economic-educational disadvantages,relocation instability,"immigration-related characteristics, is-a, factors influencing outcomes of adult gliomas",,,,,factor influencing health,65.0
26911573,European Paediatric Association,is-a,Union of National European Societies and Associations,,,,,'occupational tree at work',37.0
26911573,Economic Crisis,is-a,Threat to public health services,,,,,mental health problem,19.0
26911573,Public health care systems,is-a,Sustainability concern,,,,,'unavailability of food',13.0
26911573,Euro zone economic crisis,is-a,Threat to public health services,,,,,mental health problem,19.0
26911573,Public hospitals,is-a,Provider of public health care services,,,,,adverse childhood experiences,26.0
26911573,Primary Care Paediatric networks,is-a,Provider of public health care services,,,,,adverse childhood experiences,26.0
26911573,Political strategic decisions,is-a,Driving force in pediatric healthcare,,,,,factor influencing health,25.0
26911573,Social sensitivity,is-a,Requirement in pediatric healthcare,,,,,factor influencing health,24.0
26911573,Cultural sensitivity,is-a,Requirement in pediatric healthcare,,,,,factor influencing health,24.0
26911573,Economic sensitivity,is-a,Requirement in pediatric healthcare,,,,,factor influencing health,24.0
26911573,Cross-border regional program,is-a,Model for pediatric healthcare,,,,,domestic violence,20.0
26911573,Cost-effective healthcare programs,is-a,Possible outcome of local European experiences,,,,,adverse childhood experiences,29.0
35126218,Pakistan,has_project,China-Pakistan Economic Corridor,,,,,'occupational tree at work',24.0
35126218,China-Pakistan Economic Corridor,influenced_by,external environment factors,,,,,work environment,15.0
35126218,China-Pakistan Economic Corridor,influenced_by,COVID-19,,,,,social policy,11.0
35126218,China-Pakistan Economic Corridor,has_effect_on,economic stability,,,,,'job insecurity',13.0
35126218,COVID-19,weakens_relation,CPEC development and economic stability,,,,,'lack of air conditioning',29.0
29320892,Preventable hospitalizations,is-a,"measure of, primary care access",,,,,'risk of vector borne disease',22.0
29320892,Ambulatory care sensitive conditions,is-a,"example of, Preventable hospitalizations",,,,,'inadequate ventilation',28.0
29320892,The financial crisis of 2007-2008,is-a,"period of, economic instability",0.6,,'instability of supply',,'poor ergonomics',21.0
29320892,Hospitalizations for ACSCs,is-a,"proxy measure, for primary care access",,,,,'role clarity at work place',27.0
29320892,The homeless,is-a,underserved population,,,,,'inadequate ventilation',15.0
29320892,The New York State Inpatient Database,is-a,"source of data, on hospitalizations",,,,,'lack of air conditioning',23.0
29320892,Multivariable linear regression,is-a,"statistical method, used in health research",,,,,'inadequate budget for healthy meals',30.0
29320892,Health policies,is-a,"tool for, addressing health disparities",,,,,factor influencing health,26.0
29320892,Primary care access,is-a,"determinant of, preventable hospitalizations",,,,,'inadequate ventilation',30.0
26497097,Intimate partner violence,is-a,risk factor,0.6666666666666667,,protective factor,,'risk of cancer',8.0
26497097,Alcohol consumption,is-a,behavioral circumstance increasing risk for IPV,,,,,'substance abuse at work',34.0
26497097,Economic instability,is-a,social circumstance increasing risk for IPV,,,,,'substance abuse at work',30.0
26497097,Male dominance,is-a,social circumstance increasing risk for IPV,,,,,'substance abuse at work',30.0
26497097,Disrespect of husband by wife,is-a,social circumstance increasing risk for IPV,,,,,'substance abuse at work',30.0
26497097,Stigma,is-a,social consequence of IPV,,,,,social policy,16.0
26497097,Lack of proper parental guidance,is-a,consequence of IPV on children,,,,,amount of workload,22.0
26497097,Lack of safety and stability,is-a,consequence of IPV on children,,,,,amount of workload,22.0
26497097,Violence in relationships,is-a,possible outcome of IPV on children,,,,,'hygiene factors in office',25.0
26497097,Placating male behaviors,is-a,strategy employed by IPV survivors,,,,,'preterm birth',26.0
26497097,Social and financial control,is-a,strategy employed by IPV perpetrators,,,,,'proximity to solid waste incinerators',27.0
26497097,Couples mediation,is-a,community based social support system,,,,,'commuting time to work',25.0
26497097,Responsible partner and fatherhood programs,is-a,community based social support system,,,,,'commuting time to work',25.0
16619736,sustained economic growth,is-a,economic factor,0.6666666666666667,,protective factor,,protective factor,8.0
16619736,increasing economic stability,is-a,economic factor,0.6666666666666667,,protective factor,,protective factor,8.0
16619736,changing lifestyles,is-a,lifestyle factor,0.6666666666666667,,protective factor,,protective factor,7.0
16619736,excessive consumption of nutrients,is-a,dietary habit,,,,,'preterm birth',10.0
16619736,malnutrition problem,is-a,health issue,0.33333333333333337,1.0,mental health issue,mental health issue,mental health issue,7.0
16619736,underweight,is-a,health condition,,,,,'poor sanitation',12.0
16619736,stunting,is-a,health condition,,,,,'poor sanitation',12.0
16619736,micronutrient deficiencies,is-a,nutritional issue,0.6666666666666667,,nutritional deficiency,,nutritional deficiency,9.0
16619736,effective data collection and analysis,is-a,research method,,,,,'preterm birth',11.0
16619736,intervention programs,is-a,health strategy,,,,,'house dust mites',13.0
28217574,Universal Health Coverage,is-a,health care agenda,,,,,'low wage job',13.0
28217574,Health care delivery system,is-a,part of Universal Health Coverage,,,,,mental health issue,21.0
28217574,Global Bazaar,is-a,potential trajectory for UHC in India,,,,,'risk of vector borne disease',26.0
28217574,Preventing wasteful,expensive health-care expenditure,"is-a, potential trajectory for UHC in India",,,,,'risk of vector borne disease',31.0
28217574,Public health in public interest,is-a,goal of UHC implementation,,,,,'poor sanitation',18.0
27414815,PTSD,is-a,mental disorder,,,,,social policy,11.0
27414815,MDD,is-a,mental disorder,,,,,social policy,11.0
27414815,Armed conflict,is-a,traumatic event,,,,,work environment,11.0
27414815,Occupation,is-a,socio-economic factor,,,,,protective factor,11.0
27414815,Political instability,is-a,socio-political factor,,,,,psychological factor,8.0
27414815,Economic instability,is-a,socio-economic factor,,,,,protective factor,11.0
27414815,Health problems,is-a,physical health factor,0.5,,factor influencing health,,psychological factor,11.0
27414815,Social life events,is-a,life experience factor,,,,,protective factor,12.0
27414815,Witnessed traumatic events,is-a,traumatic experience,,,,,domestic violence,12.0
34840497,COVID-19,is-a,health threat,,,,,'leaking roof',12.0
34840497,Mental health,is-a,facet of well-being,0.6666666666666667,,'poor emotional well being',,'mold in dwelling',12.0
34840497,Economic stability,is-a,facet of well-being,0.6666666666666667,,'poor emotional well being',,'mold in dwelling',12.0
34840497,Food security,is-a,facet of well-being,0.6666666666666667,,'poor emotional well being',,'mold in dwelling',12.0
34840497,Resilience,is-a,facet of well-being,0.6666666666666667,,'poor emotional well being',,'mold in dwelling',12.0
34840497,IPV survivor,is-a,research participant,,,,,mental health issue,14.0
34840497,Employment issues,is-a,challenge for IPV survivors,,,,,'hygiene factors in office',19.0
34840497,Income issues,is-a,challenge for IPV survivors,,,,,'hygiene factors in office',19.0
15860764,Two-parent families,is-a,Family type,,,,,'leaking roof',11.0
15860764,Union dissolution,is-a,Family instability factor,,,,,'instability of supply',16.0
15860764,Husband's unemployment,is-a,Economic factor,0.6666666666666667,,protective factor,,protective factor,8.0
15860764,Family instability,is-a,Social determinant of health,,,,,factor influencing health,18.0
15860764,Welfare dependency,is-a,Economic factor,0.6666666666666667,,protective factor,,protective factor,8.0
15860764,Welfare recipients,is-a,Social group,0.6666666666666667,,social policy,,social policy,6.0
15860764,Economic gain from marriage,is-a,Economic factor,0.6666666666666667,,protective factor,,protective factor,8.0
34820889,Guam,is-a,United States territory,,,,,protective factor,15.0
34820889,CHamorus,is-a,Indigenous people of Guam,,,,,'inadequate plumbing',18.0
34820889,Interviews,is-a,Method of data collection,,,,,'lack of air conditioning',17.0
34820889,Thematic analysis techniques,is-a,Method of data analysis,,,,,'house dust mites',17.0
34820889,COVID-19,is-a,Pandemic,,,,,social policy,10.0
19378667,US Department of Defense,is-a,Government Department,,,,,work environment,13.0
19378667,Foreign humanitarian assistance,is-a,Military Mission,,,,,'preterm birth',12.0
19378667,Foreign humanitarian assistance,is-a,Conflict Prevention Strategy,,,,,service professionals,18.0
19378667,Foreign humanitarian assistance,is-a,Postconflict Strategy,,,,,psychological distress,14.0
19378667,Foreign humanitarian assistance,is-a,Natural Disaster Response,,,,,mental health issue,17.0
19378667,US military,is-a,Foreign Humanitarian Assistance Provider,,,,,'hygiene factors in office',29.0
19378667,Host government leadership,is-a,Political Entity,,,,,social policy,9.0
19378667,Humanitarian space,is-a,Area of Operation,,,,,'poor sanitation',12.0
19378667,US military's unique resources,is-a,Disaster Response Assets,,,,,domestic violence,17.0
19378667,Large-scale earthquake in Peru,is-a,Natural Disaster,,,,,'house dust mites',13.0
19378667,Security engagement activities,is-a,Department of Defense Operations,,,,,amount of workload,22.0
35377321,Gay and bisexual men,is-a,high-risk group for HIV,,,,,'risk of cancer',16.0
35377321,COVID-19 pandemic,is-a,complicating factor for HIV prevention efforts,,,,,'commuting time to work',31.0
35377321,COVID-19 Disparities Survey,is-a,source of data on HIV services access,,,,,'lack of medical services near home',25.0
35377321,Global Men's Health and Rights Survey 4,is-a,source of data on enablers of and barriers to HIV services access,,,,,'irregular sleep cycles due to job stress',46.0
35377321,Community engagement,is-a,positive enabler of HIV services access,,,,,adverse childhood experiences,27.0
35377321,Sexual stigma,is-a,barrier to HIV services access,,,,,'risk of cancer',21.0
35377321,Discrimination by a health care provider,is-a,barrier to HIV services access,,,,,'risk of cancer',21.0
35377321,Mental health,is-a,factor affected by COVID-19 pandemic,,,,,factor influencing health,24.0
35377321,Economic instability,is-a,factor affected by COVID-19 pandemic,,,,,factor influencing health,24.0
32915162,Young cisgender men who have sex with men,is-a,vulnerable group for HIV infection,,,,,'obesity from poor nutrition',23.0
32915162,Young transgender women,is-a,vulnerable group for HIV infection,,,,,'obesity from poor nutrition',23.0
32915162,Gender nonconforming youth,is-a,vulnerable group for HIV infection,,,,,'obesity from poor nutrition',23.0
32915162,Racial and ethnic disparities,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Violence exposure,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Housing,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Food insecurity,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Educational attainment,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Employment,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Economic stability,is-a,social determinant of health,,,,,factor influencing health,18.0
32915162,Transactional sex work,is-a,risk factor for HIV,,,,,'risk of cancer',13.0
32915162,Homelessness,is-a,risk factor for HIV,,,,,'risk of cancer',13.0
32915162,Work2Prevent,is-a,HIV prevention intervention,,,,,nutritional intervention,11.0
31084269,Sexual health,is-a,Human Development feature,,,,,work environment,18.0
31084269,Sexual rights,is-a,Human Development feature,,,,,work environment,18.0
31084269,Healthcare access,is-a,Sexual health-related issue,0.6,,mental health issue,,mental health issue,11.0
31084269,Healthy sexual relationships,is-a,Sexual health-related issue,0.6,,mental health issue,,mental health issue,11.0
31084269,Economic instability,is-a,Sexual health-related issue,0.6,,mental health issue,,mental health issue,11.0
31084269,Freedom from violence,is-a,Sexual health-related issue,0.6,,mental health issue,,mental health issue,11.0
31084269,Public policy,is-a,Site of intervention,,,,,nutritional intervention,9.0
31084269,Health services,is-a,Site of intervention,,,,,nutritional intervention,9.0
31084269,Legislation,is-a,Site of intervention,,,,,nutritional intervention,9.0
31084269,Health policy,is-a,Site of intervention,,,,,nutritional intervention,9.0
27297369,Cardiovascular disease,is-a,cause of mortality,,,,,amount of workload,11.0
27297369,Cardiac self-care practices,is-a,method for managing cardiac illness,,,,,'cardiovascular illness',23.0
27297369,Cardiac self-care practices,is-a,method for improving quality of life,,,,,'poor utilization of food',26.0
27297369,Political instability,is-a,factor affecting self-care practices,,,,,factor influencing health,22.0
27297369,Economic instability,is-a,factor affecting self-care practices,,,,,factor influencing health,22.0
27297369,Lebanese cardiac patients,is-a,subject of study,,,,,social policy,13.0
34988991,Family Formation Program,is-a,program for economically disadvantaged fathers,,,,,psychological distress,32.0
34988991,Economic Stability Program,is-a,program for economically disadvantaged fathers,,,,,psychological distress,32.0
34988991,Fathers & Families Support Center,is-a,institution offering programs for economically disadvantaged fathers,,,,,'loosing health coverage associated with job',50.0
34988991,Randomized controlled trial,is-a,method of comparing program outcomes,,,,,'risk of adverse kidney outcomes',22.0
34988991,Financial stability,is-a,objective of both programs,,,,,protective factor,16.0
34988991,Responsible fatherhood,is-a,objective of Family Formation Program,,,,,'lack of air conditioning',23.0
34988991,Healthy relationships,is-a,objective of Family Formation Program,,,,,'lack of air conditioning',23.0
34988991,Case management and legal services,is-a,part of program support,,,,,'lay off from job',15.0
34988991,Economic stability/mobility,is-a,focus of Family Formation Program,,,,,'lack of air conditioning',20.0
34988991,Survey,is-a,tool for data collection postintervention,,,,,nutritional intervention,24.0
21210917,Neonatal mortality rate,is-a,Health Outcome,,,,,'leaking roof',12.0
21210917,Unemployment,is-a,Socioeconomic Factor,0.6666666666666667,,protective factor,,psychological factor,10.0
21210917,Education level of women,is-a,Demographic Factor,0.6666666666666667,,protective factor,,protective factor,10.0
21210917,Number of nurses,is-a,Health Resource,,,,,'leaking roof',12.0
21210917,Socioeconomically disadvantaged groups,is-a,Population Group,,,,,'leaking roof',12.0
21210917,Health care access,is-a,Health Resource,,,,,'leaking roof',12.0
21210917,Preventive care,is-a,Health Service,0.6666666666666667,,service professionals,,social policy,11.0
37973715,COVID-19 pandemic,is-a,Social disruption,0.6666666666666667,,social policy,,social policy,9.0
37973715,Economic disruption,is-a,result of COVID-19 pandemic,,,,,amount of workload,18.0
37973715,Lower-income Hispanic families,is-a,demographic group,,,,,'leaking roof',14.0
37973715,Fear of COVID-19,is-a,stressor,,,,,social policy,11.0
37973715,Social isolation,is-a,stressor,,,,,social policy,11.0
37973715,Government/community assistance programs,is-a,formal or informal support,,,,,amount of workload,19.0
37973715,Childcare access,is-a,formal or informal support,,,,,amount of workload,19.0
37973715,Stronger family ties,is-a,positive lifestyle modification,,,,,'inadequate ventilation',21.0
37973715,Economic stability,is-a,critical mediator of family stress,,,,,'risk of vector borne disease',23.0
37973715,Reliable childcare,is-a,critical mediator of family stress,,,,,'risk of vector borne disease',23.0
37973715,Existing disparities,is-a,channel through which pandemic's impacts were distributed,,,,,'role clarity at work place',43.0
37973715,Public and private programs that target economic stability and childcare assistance,is-a,priority for future socio-economic disruptions,,,,,'obesity from poor nutrition',31.0
35155343,COVID-19,is-a,disease,,,,,'risk of cancer',12.0
35155343,HP Financial Index,is-a,economic indicator,,,,,protective factor,12.0
35155343,Digital Economy,is-a,component of economy,,,,,amount of workload,12.0
35155343,Economic development,is-a,social determinant of health,,,,,factor influencing health,18.0
35155343,Eastern region,is-a,geographical area of China,,,,,'poor physical well being',16.0
35155343,Central region,is-a,geographical area of China,,,,,'poor physical well being',16.0
35155343,Western region,is-a,geographical area of China,,,,,'poor physical well being',16.0
35155343,Public risk,is-a,consequence of disease,0.6666666666666667,,'risk of vector borne disease',,'house dust mites',16.0
