0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
33593509,Economic stability,is-a,social determinant of parenting,,,,,'food contamination',23.0
33593509,Education,is-a,social determinant of parenting,,,,,'food contamination',23.0
33593509,Social and community context,is-a,social determinant of parenting,,,,,'food contamination',23.0
33593509,Neighborhood and built environment,is-a,social determinant of parenting,,,,,'food contamination',23.0
33593509,Access to health care,is-a,social determinant of parenting,,,,,'food contamination',23.0
33593509,Parenting interventions,is-a,social determinant of parenting,,,,,'food contamination',23.0
33593509,Racism,is-a,social determinant of parenting,,,,,'food contamination',23.0
6642812,Unemployment rate,is a,economic factor,,,,,'food spoilage',14.0
6642812,Cardiovascular disease,is a,cause of mortality,,,,,'poor food safety',14.0
6642812,Cirrhosis of the liver,is a,cause of mortality,,,,,'poor food safety',14.0
6642812,Suicide,is a,cause of mortality,,,,,'poor food safety',14.0
6642812,Homicide,is a,cause of mortality,,,,,'poor food safety',14.0
6642812,Motor vehicle accidents,is a,cause of mortality,,,,,'poor food safety',14.0
6642812,Cigarette consumption,is a,behavioral risk factor,,,,,'poor food safety',17.0
6642812,Heavy alcohol use,is a,behavioral risk factor,,,,,'poor food safety',17.0
6642812,Unusually cold winter temperatures,is a,environmental health risk factor,,,,,'entrapment or collisions at home',24.0
6642812,Economic growth,is a,factor influencing health,,,,,'poor cooking practices',20.0
6642812,Economic stability,is a,factor influencing health,,,,,'poor cooking practices',20.0
6642812,Health service availability,is a,factor influencing health,,,,,'poor cooking practices',20.0
6642812,High rate of unemployment,is a,detrimental factor to health,,,,,'structural failure',19.0
6642812,Infant mortality,is a,mortality pattern,,,,,'student status',14.0
6642812,Economic change,is a,factor impacting mortality patterns,,,,,'poor cooking practices',24.0
6642812,Behavioral risk factors,is a,factor in mortality model,,,,,'food contamination',18.0
19939991,HIV,is-a,Infectious disease,,,,,'food spoilage',14.0
19939991,Malnutrition,is-a,Nutritional disorder,,,,,'structural failure',13.0
19939991,HIV treatment programs,is-a,Health care service,,,,,'poor food safety',16.0
19939991,Malnourished patients,is-a,Patient group,,,,,'student status',10.0
19939991,Nutritional therapies,is-a,Treatment method,,,,,'student status',12.0
19939991,Food-based supplements,is-a,Nutritional support,,,,,'structural failure',14.0
19939991,High food prices,is-a,Economic factor,,,,,'food spoilage',14.0
19939991,Food insecurity,is-a,Social determinant of health,,,,,'food contamination',21.0
19939991,Economic instability,is-a,Economic determinant of health,,,,,'food contamination',20.0
19939991,Macronutrient interventions,is-a,Nutritional intervention,,,,,'food contamination',17.0
19939991,HIV outcomes,is-a,Health outcomes,,,,,'food spoilage',14.0
19939991,HIV care and treatment programs,is-a,Health care service,,,,,'poor food safety',16.0
19202252,Fragile Families and Wellbeing Study,is-a,Study,,,,,'student status',12.0
19202252,Obesity,is-a,Health Condition,,,,,'food contamination',12.0
19202252,Household instability,is-a,Socio-economic factor,,,,,'food contamination',15.0
19202252,Area poverty,is-a,Socio-economic factor,,,,,'food contamination',15.0
19202252,Urban mothers,is-a,Population Group,,,,,'immigration status',13.0
19202252,Their children,is-a,Population Group,,,,,'immigration status',13.0
19202252,U.S. cities,is-a,Geographic Location,,,,,'food contamination',14.0
19202252,2000 U.S. Census,is-a,Data Source,,,,,'food spoilage',11.0
19202252,Mothers with the highest level of household instability within areas of low poverty,is-a,Risk Group for Obesity,,,,,'poor food safety',17.0
19202252,Home stability,is-a,Potential Risk Factor for Obesity,,,,,'poor food safety',25.0
19202252,Infant children,is-a,Population Group,,,,,'immigration status',13.0
19202252,Low poverty areas,is-a,Socio-economic factor,,,,,'food contamination',15.0
35403980,Lebanon,is-a,Country,,,,,'student status',13.0
35403980,Beirut Port,is-a,Port,,,,,'food spoilage',13.0
35403980,Public health authorities,is-a,Authority,,,,,'student status',13.0
35403980,Lebanese healthcare system,is-a,Healthcare system,,,,,'student status',14.0
35403980,Cardiovascular drug shortages,is-a,Public health crisis,,,,,'student status',17.0
35403980,Economic instability,is-a,Crisis,,,,,'food spoilage',13.0
35403980,Coronavirus pandemic,is-a,Global health crisis,,,,,'poor food storage',17.0
35403980,Explosion of the Beirut Port,is-a,Disaster,,,,,'food spoilage',12.0
27748647,Mining activity,is-a,Environmental factor,,,,,'structural failure',15.0
27748647,Population growth,is-a,Demographic factor,,,,,'food spoilage',14.0
27748647,Economic instability,is-a,Economic factor,,,,,'food spoilage',14.0
27748647,Land degradation,is-a,Environmental factor,,,,,'structural failure',15.0
27748647,Health behaviours,is-a,Lifestyle factor,,,,,'student status',14.0
27748647,Employment conditions,is-a,Socio-economic factor,,,,,'food contamination',15.0
27748647,Family relationships,is-a,Social factor,,,,,'structural failure',12.0
27748647,Mental health,is-a,Health outcome,,,,,'food spoilage',14.0
27748647,Infectious disease prevalence,is-a,Health outcome,,,,,'food spoilage',14.0
27748647,Community cohesion,is-a,Social factor,,,,,'structural failure',12.0
27748647,Livelihoods,is-a,Socio-economic factor,,,,,'food contamination',15.0
27748647,Socio-political factors,is-a,Political factor,,,,,'poor food safety',13.0
34168595,Confinement,is-a,Stressor,,,,,'student status',12.0
34168595,Gender,is-a,Sociodemographic factor,,,,,'food contamination',17.0
34168595,Age,is-a,Sociodemographic factor,,,,,'food contamination',17.0
34168595,Income level,is-a,Sociodemographic factor,,,,,'food contamination',17.0
34168595,Pre-confinement working conditions,is-a,Protective factor,,,,,'poor food safety',14.0
34168595,Post-confinement work expectancy,is-a,Protective factor,,,,,'poor food safety',14.0
34168595,Stable couple without children,is-a,Protective factor,,,,,'poor food safety',14.0
34168595,Residential or suburban area confinement,is-a,Protective factor,,,,,'poor food safety',14.0
34168595,Low income or economic instability,is-a,Risk factor,,,,,'food spoilage',14.0
34168595,Long-term confinement,is-a,Stressor,,,,,'student status',12.0
34168595,Perceived stress,is-a,Psychological response,,,,,'food contamination',18.0
34168595,Anxiety,is-a,Psychological response,,,,,'food contamination',18.0
33569030,honest leadership,is-a,economic indicator,,,,,'food spoilage',13.0
33569030,improved infrastructure,is-a,economic indicator,,,,,'food spoilage',13.0
33569030,revenue generation,is-a,economic indicator,,,,,'food spoilage',13.0
33569030,CPEC,is-a,economic indicator,,,,,'food spoilage',13.0
33569030,environmental sustainability,is-a,mediator in economic stability,,,,,'poor food safety',21.0
33569030,sustainable development,is-a,mediator in economic stability,,,,,'poor food safety',21.0
37462576,Older Black Americans,is-a,racial minority group,,,,,'food spoilage',17.0
37462576,Flint Michigan,is-a,"low-income, predominantly Black American community",,,,,'income above poverty level',38.0
37462576,Economic instability,is-a,determinant of healthy aging,,,,,'immigration status',21.0
37462576,Health care access and quality,is-a,determinant of healthy aging,,,,,'immigration status',21.0
37462576,Neighborhood and built environment,is-a,determinant of healthy aging,,,,,'immigration status',21.0
37462576,Social and community context,is-a,determinant of healthy aging,,,,,'immigration status',21.0
37462576,Older adult affordable housing,is-a,cross-sector partnership,,,,,'student status',18.0
37462576,Health care,is-a,cross-sector partnership,,,,,'student status',18.0
34030549,COVID-19,is-a,pandemic,,,,,'food spoilage',13.0
34030549,Disconnected youth and young adults,is-a,vulnerable population,,,,,'food contamination',17.0
34030549,Economic instability,is-a,risk factor for health,,,,,'poor food safety',17.0
34030549,Health risks,is-a,consequence of COVID-19,,,,,'student status',19.0
34030549,Governmental policy responses,is-a,societal reaction to COVID-19,,,,,'immigration status',21.0
34030549,Social protection model,is-a,approach to protect vulnerable populations,,,,,'food contamination',32.0
34030549,Financial burden,is-a,consequence of economic instability,,,,,'entrapment or collisions at home',25.0
34030549,Health burden,is-a,consequence of economic instability,,,,,'entrapment or collisions at home',25.0
34030549,Social safety net programs,is-a,governmental response to economic instability,,,,,'entrapment or collisions at home',33.0
34030549,Job creation,is-a,social safety net program,,,,,'poor food storage',19.0
34030549,Education and training,is-a,social safety net program,,,,,'poor food storage',19.0
34030549,Paid work experience,is-a,social safety net program,,,,,'poor food storage',19.0
34030549,Investments in early childhood care and education,is-a,social safety net program,,,,,'poor food storage',19.0
34030549,Housing,is-a,social safety net program,,,,,'poor food storage',19.0
37696777,Climate change,is-a,potentially catastrophic event,,,,,'poor cooking practices',24.0
37696777,Potentially catastrophic event,is-a,threat to human health,,,,,'food contamination',18.0
37696777,Unequal power,is-a,form of women's precarity,,,,,'food contamination',19.0
37696777,Physical vulnerability,is-a,form of women's corporal vulnerability,,,,,'food contamination',29.0
37696777,Gender-based violence,is-a,human rights challenge,,,,,'food contamination',18.0
37696777,Exploitation,is-a,human rights challenge,,,,,'food contamination',18.0
37696777,Human trafficking,is-a,human rights challenge,,,,,'food contamination',18.0
37696777,Women's empowerment,is-a,change agent,,,,,'food spoilage',13.0
37696777,Change agent,is-a,mitigator of climate change,,,,,'poor food storage',20.0
37696777,Gender-sensitive responses,is-a,imperative to the effects of climate change,,,,,'entrapment or collisions at home',31.0
37696777,Women's empowerment,is-a,promoter of human rights and achievement of UN Sustainable Development Goals,,,,,'entrapment or collisions at home',59.0
35022062,Bovine respiratory disease (BRD),is-a,disease,,,,,'food spoilage',11.0
35022062,Bovine respiratory microbiome,is-a,"part of, bovine respiratory system",,,,,'income above poverty level',24.0
35022062,Bovine respiratory disease (BRD),is-a,"common disease in, beef cattle industry",,,,,'immigration status',29.0
35022062,Pathogenesis,is-a,"biological process involved in, Bovine respiratory disease (BRD",,,,,'income above poverty level',45.0
35022062,Microbiota,is-a,"component of, respiratory ecosystem",,,,,'poor food storage',26.0
35022062,Clinical signs of BRD,is-a,"indication of, Bovine respiratory disease (BRD",,,,,'income above poverty level',32.0
35022062,Alternative therapy,is-a,"treatment method for, Bovine respiratory disease (BRD",,,,,'income above poverty level',38.0
18003682,Rheumatic fever,is-a,preventable disease,,,,,'student status',15.0
18003682,Rheumatic fever,is-a,"cause of, valvular heart diseases in Africa",,,,,'broadband access issues',34.0
18003682,Valvular heart diseases,is-a,disease mainly affecting children and young adults in Africa,,,,,'entrapment or collisions at home',46.0
18003682,Lack of resources,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Lack of infrastructure,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Political instability,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Economic instability,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Overcrowding,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Malnutrition,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Lack of political will,is-a,factor contributing to persistence of rheumatic fever,,,,,'poor cooking practices',37.0
18003682,Rheumatic heart diseases,is-a,result of rheumatic fever,,,,,'poor food safety',20.0
18003682,Infective endocarditis,is-a,result of rheumatic fever,,,,,'poor food safety',20.0
35914487,Immigration court proceedings,is-a,legal procedure,,,,,'food spoilage',13.0
35914487,Immigration status,is-a,legal status,0.6666666666666667,,'immigration status',,'student status',9.0
35914487,Fear of deportation,is-a,psychological stress factor,,,,,'poor food safety',21.0
35914487,Uncertainty regarding the future,is-a,psychological stress factor,,,,,'poor food safety',21.0
35914487,Vilification of racial/ethnic groups,is-a,social discrimination,,,,,'food contamination',13.0
35914487,Religion,is-a,protective factor,,,,,'poor food safety',14.0
35914487,Social support,is-a,protective factor,,,,,'poor food safety',14.0
35914487,Economic stability,is-a,protective factor,,,,,'poor food safety',14.0
35914487,Linguistic proficiency,is-a,protective factor,,,,,'poor food safety',14.0
35969324,Paternal incarceration,is-a,Social determinant of maternal health,,,,,'food contamination',29.0
35969324,Exposure to incarceration,is-a,Social determinant of family incarceration patterns,,,,,'entrapment or collisions at home',38.0
35969324,Access to resources,is-a,Social determinant of family incarceration patterns,,,,,'entrapment or collisions at home',38.0
35969324,Racial and ethnic lines,is-a,Social determinant of exposure to incarceration and access to resources,,,,,'entrapment or collisions at home',53.0
35969324,Telomere length,is-a,Physiological indicator of maternal health,,,,,'poor food storage',32.0
35969324,Economic instability,is-a,Secondary stressor related to paternal incarceration,,,,,'food contamination',39.0
35969324,Poor mental health,is-a,Secondary stressor related to paternal incarceration,,,,,'food contamination',39.0
35969324,Parenting stress,is-a,Secondary stressor related to paternal incarceration,,,,,'food contamination',39.0
35836987,Guangdong-Hong Kong-Macao Greater Bay Area,is-a,region,,,,,'food spoilage',14.0
35836987,PSR model,is-a,method,,,,,'food spoilage',14.0
35836987,Entropy weight method,is-a,method,,,,,'food spoilage',14.0
35836987,GIS,is-a,method,,,,,'food spoilage',14.0
35836987,Gray correlation method,is-a,method,,,,,'food spoilage',14.0
35836987,Public health emergencies,is-a,event,,,,,'student status',13.0
35836987,Economic resilience,is-a,attribute,,,,,'food spoilage',13.0
35836987,Scientific research and innovation,is-a,domain,,,,,'food spoilage',12.0
35836987,Medical governance,is-a,domain,,,,,'food spoilage',12.0
35836987,Government regulation,is-a,domain,,,,,'food spoilage',12.0
35836987,Industrial system,is-a,domain,,,,,'food spoilage',12.0
35836987,Economic status,is-a,attribute,,,,,'food spoilage',13.0
35836987,Economic response,is-a,attribute,,,,,'food spoilage',13.0
33789535,Psychosocial stressors,is-a,Social disadvantage,,,,,'food spoilage',15.0
33789535,Poverty,is-a,Major stressor,,,,,'food spoilage',12.0
33789535,Unemployment,is-a,Major stressor,,,,,'food spoilage',12.0
33789535,Universal basic income,is-a,Tool for alleviating impact of major stressors,,,,,'poor cooking practices',33.0
33789535,COVID-19,is-a,Major pandemic,,,,,'food spoilage',12.0
26553887,Evolving family structure,is-a,social determinant of health,,,,,'food contamination',21.0
26553887,Economic conditions,is-a,social determinant of health,,,,,'food contamination',21.0
26553887,Past exposure to caregiving,is-a,factor influencing long-term care planning,,,,,'poor cooking practices',32.0
26553887,Child rearing,is-a,factor influencing long-term care planning,,,,,'poor cooking practices',32.0
26553887,Perceived institutional and economic instability,is-a,factor influencing long-term care planning,,,,,'poor cooking practices',32.0
26553887,Perceived economic instability,is-a,factor influencing perception of children's ability to support parents' long-term care,,,,,'entrapment or collisions at home',66.0
26553887,Viability of social insurance programs,is-a,factor influencing long-term care planning,,,,,'poor cooking practices',32.0
26553887,Changing norms around aging and family roles,is-a,factor influencing expectations of older age and long-term care options,,,,,'entrapment or collisions at home',56.0
37681141,COVID-19 pandemic,is-a,global event,,,,,'food spoilage',14.0
37681141,Unemployment rate,is-a,economic factor,,,,,'food spoilage',14.0
37681141,Economic instability,is-a,economic factor,,,,,'food spoilage',14.0
37681141,Mental well-being,is-a,health factor,,,,,'student status',14.0
37681141,Vaccination,is-a,preventive measure,,,,,'student status',13.0
37681141,Sentiment analysis,is-a,Artificial Intelligence technique,,,,,'food contamination',26.0
37681141,Entity detection,is-a,Artificial Intelligence technique,,,,,'food contamination',26.0
37681141,Linear regression,is-a,Artificial Intelligence technique,,,,,'food contamination',26.0
37681141,Logistic regression,is-a,Artificial Intelligence technique,,,,,'food contamination',26.0
37681141,Twitter data,is-a,social media data,,,,,'food spoilage',15.0
37681141,Vaccine sentiment,is-a,public sentiment,,,,,'food spoilage',14.0
37681141,Vaccine availability,is-a,healthcare factor,,,,,'poor food safety',15.0
37681141,Side effects,is-a,healthcare concern,,,,,'student status',16.0
25603937,This study,is-a,prospective study,,,,,'student status',13.0
25603937,This study,is-a,longitudinal study,,,,,'student status',12.0
25603937,Surveys,is-a,method used in this study,,,,,'student status',17.0
25603937,Physiologic measurements,is-a,method used in this study,,,,,'student status',17.0
25603937,Physical performance,is-a,method used in this study,,,,,'student status',17.0
25603937,Interviews and focus groups,is-a,method used in this study,,,,,'student status',17.0
25603937,Direct observation of work activity,is-a,method used in this study,,,,,'student status',17.0
25603937,Workforce volatility,is-a,economic condition,,,,,'food contamination',12.0
25603937,Workplace stress,is-a,effect of economic conditions,,,,,'food contamination',17.0
25603937,Retirement planning,is-a,economic effect,,,,,'food spoilage',14.0
25603937,Caregiving responsibilities,is-a,physical and emotional cost,,,,,'food contamination',21.0
34912160,Hearing loss,is-a,public health problem,,,,,'structural failure',17.0
34912160,Cochlear implantation,is-a,treatment for hearing loss,,,,,'food contamination',20.0
34912160,Social determinants of health,is-a,framework for analyzing health outcomes,,,,,'entrapment or collisions at home',26.0
34912160,Healthcare access/quality,is-a,domain of social determinants of health,,,,,'food contamination',29.0
34912160,Education access/quality,is-a,domain of social determinants of health,,,,,'food contamination',29.0
34912160,Social and community context,is-a,domain of social determinants of health,,,,,'food contamination',29.0
34912160,Economic stability,is-a,domain of social determinants of health,,,,,'food contamination',29.0
34912160,Neighborhood and physical environment,is-a,domain of social determinants of health,,,,,'food contamination',29.0
36168282,Intimate partner violence,is-a,form of violence,,,,,'food spoilage',12.0
36168282,Sexual violence,is-a,form of violence,,,,,'food spoilage',12.0
36168282,Food insecurity,is-a,economic issue,,,,,'food spoilage',12.0
36168282,Housing insecurity,is-a,economic issue,,,,,'food spoilage',12.0
36168282,Healthcare access,is-a,health determinant,,,,,'food contamination',15.0
36168282,Physical health status,is-a,health outcome,,,,,'food spoilage',14.0
36168282,Mental health status,is-a,health outcome,,,,,'food spoilage',14.0
36168282,American Indian and Alaska Native populations,is-a,demographic group,,,,,'food spoilage',13.0
36168282,Economic inequalities,is-a,social determinant of health,,,,,'food contamination',21.0
30192447,Suicidality,is a factor in,mental health,,,,,'student status',13.0
30192447,Occupational injury,is a type of,traumatic event,,,,,'student status',14.0
30192447,Traumatic event,is a factor in,suicide attempts,,,,,'student status',13.0
30192447,Occupational injury,is a factor in,suicidality,,,,,'student status',13.0
30192447,Physical appearance change,is a type of,injury consequence,,,,,'poor food safety',15.0
30192447,Unstable employment,is a factor in,economic instability,,,,,'food contamination',15.0
30192447,Lower income,is a type of,economic adversity,,,,,'poor food safety',14.0
30192447,Long-term prevalence of suicidality,is a factor in,mental health,,,,,'student status',13.0
30192447,Injury majorly affecting physical appearance,is a type of,traumatic event,,,,,'student status',14.0
10589908,Pediculus humanus humanus,is-a,body louse,,,,,'food spoilage',11.0
10589908,Borrelia recurrentis,is-a,spirochete,,,,,'food spoilage',13.0
10589908,Bartonella quintana,is-a,agent of bacillary angiomatosis bacteremia,,,,,'entrapment or collisions at home',31.0
10589908,Rickettsia prowazekii,is-a,agent of epidemic typhus,,,,,'food contamination',19.0
10589908,Pediculus humanus humanus,is-a,human parasite,,,,,'food spoilage',13.0
10589908,Bacillary angiomatosis bacteremia,is-a,disease,,,,,'food spoilage',11.0
10589908,Trench fever,is-a,disease,,,,,'food spoilage',11.0
10589908,Endocarditis,is-a,disease,,,,,'food spoilage',11.0
10589908,Chronic lymphadenopathy,is-a,disease,,,,,'food spoilage',11.0
10589908,Relapsing fever,is-a,disease,,,,,'food spoilage',11.0
10589908,Epidemic typhus,is-a,disease,,,,,'food spoilage',11.0
37214777,Latinx community,is-a,vulnerable community,,,,,'structural failure',17.0
37214777,Promotoras,is-a,Frontline community health workers,,,,,'food contamination',25.0
37214777,Economic challenges,is-a,stressors for Latinx community,,,,,'food contamination',22.0
37214777,Limited access to reliable pandemic-related information,is-a,stressors for Latinx community,,,,,'food contamination',22.0
37214777,Psychological and social stress,is-a,stressors for Latinx community,,,,,'food contamination',22.0
37214777,Changes to the nature of their work,is-a,stressors for promotoras,,,,,'poor food storage',17.0
37214777,Psychological and social stress,is-a,stressors for promotoras,,,,,'poor food storage',17.0
37214777,Economic and material needs,is-a,mitigation strategies for Latinx community,,,,,'immigration status',30.0
37214777,Self-care and psychosocial healing practices,is-a,fortification strategies for promotoras,,,,,'immigration status',27.0
37214777,Mental and physical health preservation,is-a,needs for promotoras,,,,,'poor food storage',15.0
37214777,Greater support within agencies,is-a,needs for promotoras,,,,,'poor food storage',15.0
37887669,Guyana's colonial past,is-a,historic trauma,,,,,'student status',12.0
37887669,Economic instability,is-a,economic condition,,,,,'food contamination',12.0
37887669,Racial polarization,is-a,social division,,,,,'food contamination',14.0
37887669,Physical trauma,is-a,health issue,,,,,'food spoilage',13.0
37887669,Mental trauma,is-a,health issue,,,,,'food spoilage',13.0
37887669,Domestic violence,is-a,social issue,,,,,'food spoilage',12.0
37887669,Social divisions,is-a,societal condition,,,,,'food contamination',14.0
37887669,Suicide rates,is-a,health statistic,,,,,'student status',12.0
37887669,Mental health provision,is-a,healthcare service,,,,,'student status',15.0
37887669,Biomedical model of care,is-a,healthcare approach,,,,,'food spoilage',17.0
37887669,Traditional supernatural healers,is-a,alternative health provider,,,,,'structural failure',20.0
37887669,Obeah,is-a,spiritual practice,,,,,'poor cooking practices',13.0
37887669,Mental health issues,is-a,health problem,,,,,'food spoilage',12.0
37887669,Colonialism,is-a,historic period,,,,,'student status',14.0
37887669,Violence,is-a,social issue,,,,,'food spoilage',12.0
37887669,Sociogenic nature of Guyana's mental health issues,is-a,social determinant of health,,,,,'food contamination',21.0
37887669,Rights-based model of mental health,is-a,healthcare approach,,,,,'food spoilage',17.0
37887669,Social workers,is-a,health-related profession,,,,,'poor food safety',20.0
33424111,COVID-19 Pandemic,is-a,Health Crisis,,,,,'food spoilage',14.0
33424111,Interpersonal Violence,is-a,Social Concern,,,,,'food spoilage',14.0
33424111,Online Survey,is-a,Data Collection Method,,,,,'food contamination',17.0
33424111,Quarantine,is-a,Health Safety Measure,,,,,'student status',16.0
33424111,Stalking,is-a,Form of Violence,,,,,'food spoilage',12.0
33424111,IPV,is-a,Form of Violence,,,,,'food spoilage',12.0
33424111,Sexual Assault,is-a,Form of Violence,,,,,'food spoilage',12.0
33424111,Participants,is-a,Research Subjects,,,,,'student status',15.0
33424111,Social Media,is-a,Communication Platform,,,,,'immigration status',12.0
33424111,Virtual Services,is-a,Support System,,,,,'student status',11.0
33424111,Descriptive Methods,is-a,Data Analysis Technique,,,,,'student status',19.0
33424111,SPSS,is-a,Data Analysis Software,,,,,'student status',17.0
33424111,Economic Instability,is-a,Social Issue,,,,,'food spoilage',12.0
36941740,US children,is-a,population group,,,,,'immigration status',13.0
36941740,Obesity,is-a,health condition,,,,,'food contamination',12.0
36941740,National School Lunch Program,is-a,nutritional program,,,,,'structural failure',14.0
36941740,Students,is-a,population group,,,,,'immigration status',13.0
36941740,Body Mass Index,is-a,health indicator,,,,,'food spoilage',13.0
36941740,US Census Bureau,is-a,data source,,,,,'food spoilage',11.0
36941740,Kruskal-Wallis H tests,is-a,statistical method,,,,,'student status',15.0
36941740,Race,is-a,demographic factor,,,,,'food spoilage',14.0
36941740,Economic stability,is-a,socio-economic factor,,,,,'food contamination',15.0
36941740,White/Caucasian,is-a,racial group,,,,,'food spoilage',14.0
36941740,African American,is-a,racial group,,,,,'food spoilage',14.0
36941740,Native American,is-a,racial group,,,,,'food spoilage',14.0
35128916,Poverty,is-a,Social determinant of health,,,,,'food contamination',21.0
35128916,Education,is-a,Social determinant of health,,,,,'food contamination',21.0
35128916,Employment,is-a,Social determinant of health,,,,,'food contamination',21.0
35128916,Social support,is-a,Social determinant of health,,,,,'food contamination',21.0
35128916,Access to healthcare,is-a,Social determinant of health,,,,,'food contamination',21.0
32836824,Food security emergencies,is-a,humanitarian challenge,,,,,'immigration status',16.0
32836824,Climate change,is-a,uncertainty affecting food security,,,,,'poor food safety',26.0
32836824,Global political and economic instability,is-a,uncertainty affecting food security,,,,,'poor food safety',26.0
32836824,Emerging pandemics like COVID-19,is-a,uncertainty affecting food security,,,,,'poor food safety',26.0
32836824,Food science and technology,is-a,underrecognized aspect of humanitarian response,,,,,'food contamination',35.0
32836824,Immediate and short-term assistance,is-a,focus of humanitarian food aid policies,,,,,'structural failure',28.0
32836824,Dependency on aid,is-a,consequence of emergency programs and projects,,,,,'entrapment or collisions at home',34.0
32836824,Innovation in whole food system,is-a,need for transformative change,,,,,'food contamination',22.0
32836824,Increased emphasis on food science and technology,is-a,part of transformative change in food system,,,,,'poor food safety',34.0
32836824,Sustainable livelihoods and resilience,is-a,outcome of linking humanitarian assistance and longer-term support,,,,,'poor cooking practices',52.0
3616688,Yugoslavia's debt crisis,is-a,Economic policy,,,,,'food spoilage',12.0
3616688,Economic policies,is-a,Cause of declining real income,,,,,'poor cooking practices',20.0
3616688,Declining real income,is-a,Economic condition,,,,,'food contamination',12.0
3616688,Slowing rate of infant mortality decline,is-a,Health outcome,,,,,'food spoilage',14.0
3616688,Poor parts of the country,is-a,Geographic region,,,,,'food spoilage',14.0
3616688,Favored regions,is-a,Geographic region,,,,,'food spoilage',14.0
3616688,Redistributive social policies,is-a,Government strategy,,,,,'student status',11.0
36055083,Undocumented and mixed-status families,are,families with undocumented immigration legal status,0.6666666666666667,,'immigration status',,'immigration status',34.0
36055083,Physical and mental health,is a,health outcome,,,,,'food spoilage',14.0
36055083,Economic stability,is a,social determinant of health,,,,,'food contamination',21.0
36055083,Education,is a,social determinant of health,,,,,'food contamination',21.0
36055083,Healthcare,is a,social determinant of health,,,,,'food contamination',21.0
36055083,Social and community context,is a,social determinant of health,,,,,'food contamination',21.0
36055083,Neighborhood and built environment,is a,social determinant of health,,,,,'food contamination',21.0
36055083,Undocumented immigrants,are,population with restricted opportunities,,,,,'poor cooking practices',31.0
36055083,Undocumented and mixed-status families,are,at risk population,,,,,'food spoilage',14.0
36055083,Strategies,are,approaches to improve health outcomes,,,,,'poor cooking practices',28.0
37173595,PTSD,is-a,mental health disorder,,,,,'structural failure',17.0
37173595,Depression,is-a,mental health disorder,,,,,'structural failure',17.0
37173595,Social support,is-a,social determinant of health,,,,,'food contamination',21.0
37173595,Economic instability,is-a,social determinant of health,,,,,'food contamination',21.0
6623119,Unemployment,is-a,Structural economic phenomenon,,,,,'structural failure',18.0
6623119,Unemployment,is-a,Stressful life event,,,,,'structural failure',15.0
6623119,Economic growth,is-a,Socioeconomic factor,,,,,'food contamination',15.0
6623119,Socioeconomic status,is-a,Social determinant of health,,,,,'food contamination',21.0
6623119,Sociocultural change,is-a,Social determinant of health,,,,,'food contamination',21.0
6623119,Economic instability,is-a,Structural economic phenomenon,,,,,'structural failure',18.0
6623119,Status of being unemployed,is-a,Social stress factor,,,,,'poor food safety',16.0
6623119,Work stress,is-a,Social stress factor,,,,,'poor food safety',16.0
36623213,Congress,is-a,Legislative body,,,,,'immigration status',15.0
36623213,Household Pulse Survey,is-a,"High-frequency, population-based survey",,,,,'entrapment or collisions at home',28.0
36623213,Nonelderly adults,is-a,Population group,,,,,'immigration status',13.0
36623213,Public health emergency,is-a,Crisis situation,,,,,'student status',13.0
36623213,Medicaid,is-a,Public health coverage,,,,,'poor food storage',17.0
36623213,Employer-sponsored coverage,is-a,Health insurance,,,,,'food spoilage',14.0
36623213,Affordable Care Act Marketplace,is-a,Health insurance marketplace,,,,,'structural failure',21.0
36623213,Economic instability,is-a,Economic condition,,,,,'food contamination',12.0
36623213,Health coverage,is-a,Social determinant of health,,,,,'food contamination',21.0
36623213,Medicaid expansion states,is-a,Political entities,,,,,'poor food safety',15.0
36623213,Policy makers,is-a,Occupational role,,,,,'food contamination',15.0
36623213,Employers,is-a,Occupational role,,,,,'food contamination',15.0
36623213,Health insurance,is-a,Social determinant of health,,,,,'food contamination',21.0
37789399,COVID-19 pandemic,is-a,global health challenge,,,,,'food contamination',18.0
37789399,Healthcare workers,are-a,profession under pressure due to COVID-19,,,,,'income above poverty level',32.0
37789399,Workplace violence,is-a,occupational hazard in healthcare,,,,,'exposed nails in home',24.0
37789399,Economic crisis,is-a,strain on healthcare system,,,,,'broadband access issues',21.0
37789399,Verbal abuse,is-a,type of workplace violence,,,,,'food contamination',20.0
37789399,Physical assault,is-a,type of workplace violence,,,,,'food contamination',20.0
37789399,Thematic analysis,is-a,method for analyzing qualitative data,,,,,'poor cooking practices',25.0
37789399,Focus Group Discussions,is-a,method for qualitative research,,,,,'food contamination',22.0
37789399,Arabic,is-a,language used for conducting interviews,,,,,'entrapment or collisions at home',27.0
